,Totals,,,,,,,,,,Males,,,,,,,,,,Females,,,,,,,,,
Update Time,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+
2020-12-06T19:38:38.523Z,1,2,6,4,23,47,74,92,64,12,1,2,5,2,15,30,50,62,30,2,0,0,1,2,8,17,24,30,34,10
2020-12-07T03:57:03.947Z,1,2,4,4,26,48,72,92,67,11,1,2,3,2,16,30,49,61,31,2,0,0,1,2,10,18,23,31,36,9
2020-12-07T07:58:54.653Z,1,2,4,3,25,49,74,96,67,11,1,2,3,1,17,29,52,65,31,2,0,0,1,2,8,20,22,31,36,9
2020-12-07T17:19:19.367Z,1,2,4,3,24,44,70,98,68,9,1,2,3,2,16,27,51,65,29,2,0,0,1,1,8,17,19,33,39,7
2020-12-07T20:41:13.183Z,1,2,4,3,24,44,70,98,68,9,1,2,3,2,16,27,51,65,29,2,0,0,1,1,8,17,19,33,39,7
2020-12-08T04:41:42.923Z,1,2,3,3,22,38,66,94,68,9,1,2,2,2,13,25,48,63,30,2,0,0,1,1,9,13,18,31,38,7
2020-12-08T08:16:14.790Z,1,2,5,3,27,45,70,100,69,10,1,2,4,2,17,27,50,70,29,2,0,0,1,1,10,18,20,30,40,8
2020-12-08T15:13:19.677Z,1,2,5,4,24,39,70,100,66,10,1,2,4,3,16,27,50,68,28,2,0,0,1,1,8,12,20,32,38,8
2020-12-08T20:17:59.030Z,1,2,5,4,24,40,70,100,66,10,1,2,4,3,16,28,50,68,28,2,0,0,1,1,8,12,20,32,38,8
2020-12-09T04:08:33.523Z,1,3,4,5,21,31,68,97,64,11,1,3,3,4,13,22,47,67,31,3,0,0,1,1,8,9,21,30,33,8
2020-12-09T07:49:39.820Z,0,2,4,5,22,39,70,99,65,12,0,2,3,4,14,25,50,68,29,3,0,0,1,1,8,14,20,31,36,9
2020-12-09T17:01:55.990Z,0,2,4,6,20,38,70,98,62,13,0,2,3,5,12,26,50,68,32,4,0,0,1,1,8,12,20,30,30,9
2020-12-09T20:46:55.280Z,0,2,4,6,20,38,70,98,62,13,0,2,3,5,12,26,50,68,32,4,0,0,1,1,8,12,20,30,30,9
2020-12-10T05:18:36.153Z,0,2,4,6,20,38,70,100,62,13,0,2,3,5,12,25,51,69,32,4,0,0,1,1,8,13,19,31,30,9
2020-12-10T10:48:57.087Z,0,2,4,6,20,42,67,99,67,10,0,2,3,5,12,29,50,65,32,4,0,0,1,1,8,13,17,34,35,6
2020-12-10T17:11:36.463Z,0,2,3,8,22,41,71,95,63,9,0,2,2,7,13,30,54,62,32,4,0,0,1,1,9,11,17,33,31,5
2020-12-10T20:48:12.903Z,0,2,3,7,22,41,71,95,63,9,0,2,2,6,13,30,54,62,32,4,0,0,1,1,9,11,17,33,31,5
2020-12-11T05:54:20.180Z,0,2,2,7,24,45,73,95,59,9,0,2,1,6,14,32,53,64,29,4,0,0,1,1,10,13,20,31,30,5
2020-12-11T08:51:27.507Z,0,2,2,7,24,45,73,99,58,9,0,2,1,6,14,32,53,66,28,4,0,0,1,1,10,13,20,33,30,5
2020-12-11T11:40:43.183Z,0,2,2,7,24,44,74,99,58,9,0,2,1,6,14,31,53,66,28,4,0,0,1,1,10,13,21,33,30,5
2020-12-12T13:42:25.367Z,0,2,3,8,22,47,75,97,58,13,0,2,2,6,12,34,58,65,26,5,0,0,1,2,10,13,17,32,32,8
2020-12-12T19:49:13.440Z,0,2,3,8,23,47,78,98,60,14,0,2,2,6,12,34,59,65,28,5,0,0,1,2,11,13,19,33,32,9
2020-12-13T03:58:20.980Z,0,2,2,6,21,45,75,95,56,14,0,2,1,5,13,32,58,64,26,5,0,0,1,1,8,13,17,31,30,9
2020-12-13T07:58:55.543Z,0,2,4,7,23,49,82,96,63,15,0,2,3,5,13,33,62,63,30,6,0,0,1,2,10,16,20,33,33,9
2020-12-13T16:21:49.793Z,0,3,3,6,23,50,78,99,59,16,0,3,2,4,13,32,58,64,28,5,0,0,1,2,10,18,20,35,31,11
2020-12-13T19:55:14.330Z,0,3,3,6,23,50,78,99,60,16,0,3,2,4,13,32,58,64,28,5,0,0,1,2,10,18,20,35,32,11
2020-12-14T04:43:13.087Z,0,2,3,6,25,52,85,99,57,13,0,2,2,4,14,31,59,67,25,5,0,0,1,2,11,21,26,32,32,8
2020-12-14T08:13:31.700Z,0,2,3,6,26,60,92,99,67,16,0,2,2,4,14,38,65,64,34,7,0,0,1,2,12,22,27,35,33,9
2020-12-14T16:19:28.703Z,0,2,3,6,26,57,93,94,68,15,0,2,2,4,14,39,70,62,35,7,0,0,1,2,12,18,23,32,33,8
2020-12-14T19:50:07.697Z,0,2,3,6,26,58,93,94,68,15,0,2,2,4,14,40,70,62,35,7,0,0,1,2,12,18,23,32,33,8
2020-12-15T03:52:05.163Z,0,2,3,5,23,56,99,86,60,12,0,2,2,3,12,40,73,58,31,6,0,0,1,2,11,16,26,28,29,6
2020-12-15T08:33:01.617Z,0,2,3,5,24,59,100,90,68,15,0,2,2,3,13,41,71,61,35,7,0,0,1,2,11,18,29,29,33,8
2020-12-16T05:04:52.817Z,0,1,3,4,24,56,102,92,72,14,0,1,2,3,14,38,73,62,40,6,0,0,1,1,10,18,29,30,32,8
2020-12-16T07:26:35.617Z,0,3,4,4,23,58,102,94,78,16,0,3,2,3,14,38,73,62,42,7,0,0,2,1,9,20,29,32,36,9
2020-12-16T16:13:51.950Z,0,2,3,4,22,57,109,97,71,16,0,2,2,2,13,39,75,65,40,7,0,0,1,2,9,18,34,32,31,9
2020-12-16T20:11:43.260Z,0,2,3,4,22,57,109,97,71,16,0,2,2,2,13,39,75,65,40,7,0,0,1,2,9,18,34,32,31,9
2020-12-17T07:59:35.357Z,0,2,4,4,21,62,115,101,70,16,0,2,2,2,14,41,79,67,41,6,0,0,2,2,7,21,36,34,29,10
2020-12-17T16:39:19.050Z,1,2,5,5,21,64,113,107,65,17,0,2,2,3,14,40,79,70,40,6,1,0,3,2,7,24,34,37,25,11
2020-12-17T19:49:35.037Z,1,2,5,5,21,64,113,107,65,17,0,2,2,3,14,40,79,70,40,6,1,0,3,2,7,24,34,37,25,11
2020-12-18T08:00:03.750Z,1,2,5,3,24,63,122,110,73,17,1,2,2,1,16,41,88,71,43,5,0,0,3,2,8,22,34,39,30,12
2020-12-18T10:20:49.337Z,1,2,5,3,24,63,122,110,73,17,1,2,2,1,16,41,88,71,43,5,0,0,3,2,8,22,34,39,30,12
2020-12-18T12:42:11.287Z,1,2,5,3,24,63,121,110,72,16,1,2,2,1,16,41,87,71,43,4,0,0,3,2,8,22,34,39,29,12
2020-12-19T13:51:24.143Z,0,2,5,3,28,65,123,112,76,18,0,2,2,1,19,46,85,71,44,4,0,0,3,2,9,19,38,41,32,14
2020-12-19T19:42:21.683Z,0,3,3,3,29,62,122,113,80,18,0,2,1,1,19,44,83,71,49,5,0,1,2,2,10,18,39,42,31,13
2020-12-20T04:33:07.710Z,1,2,4,4,32,60,126,110,74,19,1,2,2,1,22,44,87,68,42,7,0,0,2,3,10,16,39,42,32,12
2020-12-20T08:01:40.673Z,1,3,4,4,31,61,130,116,80,22,1,2,2,1,21,44,89,69,48,7,0,1,2,3,10,17,41,47,32,15
2020-12-20T16:11:28.227Z,1,3,3,4,29,59,133,111,80,20,1,2,1,1,18,42,91,67,46,7,0,1,2,3,11,17,42,44,34,13
2020-12-20T19:03:13.143Z,1,3,3,4,27,62,132,111,78,21,1,2,1,1,18,43,89,68,45,7,0,1,2,3,9,19,43,43,33,14
2020-12-21T04:52:38.930Z,1,2,4,4,26,58,132,114,79,24,1,2,0,1,18,42,90,69,43,9,0,0,4,3,8,16,42,45,36,15
2020-12-21T08:21:57.310Z,0,3,4,4,25,59,134,122,80,25,0,2,0,1,17,42,92,71,44,10,0,1,4,3,8,17,42,51,36,15
2020-12-21T15:43:37.197Z,0,2,3,3,23,61,135,125,74,23,0,2,0,1,16,45,93,75,39,9,0,0,3,2,7,16,42,50,35,14
2020-12-22T04:33:26.537Z,1,2,3,4,25,59,140,128,71,26,1,2,0,2,17,42,96,75,37,11,0,0,3,2,8,17,44,53,34,15
2020-12-22T08:02:50.720Z,1,2,2,4,25,61,140,131,74,26,1,2,0,2,17,44,95,77,38,11,0,0,2,2,8,17,45,54,36,15
2020-12-22T16:15:32.370Z,1,1,4,4,26,66,140,135,77,28,1,1,1,1,17,52,98,81,44,9,0,0,3,3,9,14,42,54,33,19
2020-12-22T19:45:00.447Z,1,1,4,4,26,66,140,136,79,28,1,1,1,1,17,52,98,82,45,9,0,0,3,3,9,14,42,54,34,19
2020-12-23T12:04:58.400Z,0,1,4,3,27,68,144,139,83,29,0,1,1,1,17,55,102,86,44,9,0,0,3,2,10,13,42,53,39,20
2020-12-23T16:13:22.737Z,0,1,3,3,32,69,140,134,81,26,0,1,1,2,22,54,100,84,43,9,0,0,2,1,10,15,40,50,38,17
2020-12-23T19:46:52.300Z,0,1,3,2,30,68,139,138,76,26,0,1,1,2,20,53,98,84,40,8,0,0,2,0,10,15,41,54,36,18
2020-12-24T18:04:54.317Z,1,1,3,6,33,70,140,145,81,28,1,1,1,2,23,53,99,89,42,10,0,0,2,4,10,17,41,56,39,18
2020-12-24T20:27:33.523Z,0,1,4,7,30,62,134,139,85,27,0,1,1,3,22,49,95,88,46,10,0,0,3,4,8,13,39,51,39,17
2020-12-25T04:51:25.617Z,0,1,4,8,27,64,138,141,79,26,0,1,1,4,20,51,97,88,43,9,0,0,3,4,7,13,41,53,36,17
2020-12-25T07:13:39.963Z,1,1,3,8,28,72,141,145,81,26,1,1,1,4,21,57,100,87,42,10,0,0,2,4,7,15,41,58,39,16
2020-12-25T12:19:08.427Z,1,1,3,8,28,74,143,147,82,26,1,1,1,4,21,58,102,87,44,10,0,0,2,4,7,16,41,60,38,16
2020-12-26T14:11:57.997Z,0,1,4,9,39,84,137,152,92,29,0,1,2,4,25,66,99,86,44,12,0,0,2,5,14,18,38,66,48,17
2020-12-26T20:10:57.310Z,0,1,4,10,38,88,137,165,95,31,0,1,2,5,25,69,97,89,50,13,0,0,2,5,13,19,40,76,45,18
2020-12-27T03:31:00.333Z,0,1,5,12,41,87,136,161,98,28,0,1,3,6,28,69,97,88,54,13,0,0,2,6,13,18,39,73,44,15
2020-12-27T07:04:45.907Z,1,1,5,13,43,91,135,173,100,27,1,1,3,6,27,73,96,91,53,13,0,0,2,7,16,18,39,82,47,14
2020-12-27T16:26:47.000Z,1,1,5,15,40,85,127,171,98,28,1,1,3,8,25,66,91,87,53,13,0,0,2,7,15,19,36,84,45,15
2020-12-27T18:46:41.847Z,1,1,5,15,40,85,127,172,98,29,1,1,3,8,25,66,91,88,53,14,0,0,2,7,15,19,36,84,45,15
2020-12-28T04:37:46.537Z,0,3,3,17,41,87,135,168,96,27,0,1,3,9,25,66,98,89,53,14,0,2,0,8,16,21,37,79,43,13
2020-12-28T08:04:22.387Z,0,3,3,18,42,89,136,176,95,31,0,1,2,9,25,66,99,93,54,16,0,2,1,9,17,23,37,83,41,15
2020-12-28T15:42:02.480Z,0,3,4,16,38,86,132,176,107,27,0,1,3,7,24,64,95,93,60,15,0,2,1,9,14,22,37,83,47,12
2020-12-28T20:41:37.823Z,0,3,4,16,37,85,134,172,105,25,0,1,3,7,23,64,97,95,60,13,0,2,1,9,14,21,37,77,45,12
2020-12-29T03:47:59.567Z,0,3,4,16,36,87,134,174,102,25,0,1,3,7,22,64,98,96,58,14,0,2,1,9,14,23,36,78,44,11
2020-12-29T07:43:47.357Z,0,3,4,16,35,89,139,177,101,31,0,1,3,7,21,64,104,98,56,18,0,2,1,9,14,25,35,79,45,13
2020-12-29T17:14:37.160Z,0,3,4,16,37,91,143,176,107,32,0,1,3,7,23,69,106,97,56,17,0,2,1,9,14,22,37,79,51,15
2020-12-29T19:41:27.140Z,0,3,4,16,37,91,143,176,107,32,0,1,3,7,23,69,106,97,56,17,0,2,1,9,14,22,37,79,51,15
2020-12-30T03:21:32.633Z,0,3,3,21,38,88,138,171,104,29,0,1,2,9,23,68,98,96,55,16,0,2,1,12,15,20,40,75,49,13
2020-12-30T08:30:50.383Z,0,3,3,20,39,92,145,180,107,31,0,1,2,9,23,71,102,100,54,16,0,2,1,11,16,21,43,80,53,15
2020-12-30T15:59:33.240Z,0,3,4,18,43,89,148,172,101,31,0,1,2,8,25,67,108,96,53,17,0,2,2,10,18,22,40,76,48,14
2020-12-31T04:42:38.383Z,0,2,5,16,42,83,147,191,111,28,0,1,3,10,24,65,104,107,62,14,0,1,2,6,18,18,43,84,49,14
2020-12-31T08:25:58.400Z,0,2,7,16,46,85,149,197,113,32,0,1,4,9,27,66,107,110,65,18,0,1,3,7,19,19,42,87,48,14
2020-12-31T16:03:44.353Z,0,2,6,13,51,89,150,206,119,29,0,1,4,7,29,67,107,117,67,17,0,1,2,6,22,22,43,89,52,12
2021-01-01T06:25:20.060Z,0,2,6,13,50,88,148,199,126,30,0,1,5,8,30,66,108,112,70,18,0,1,1,5,20,22,40,87,56,12
2021-01-01T13:03:21.987Z,1,2,7,15,55,92,148,205,129,28,1,1,5,9,33,68,108,116,72,16,0,1,2,6,22,24,40,89,57,12
2021-01-02T14:23:22.093Z,0,2,5,13,51,99,171,210,131,37,0,1,4,8,30,69,122,118,73,22,0,1,1,5,21,30,49,92,58,15
2021-01-02T19:25:38.320Z,1,2,5,13,48,100,169,213,134,44,1,1,4,8,28,69,121,122,79,26,0,1,1,5,20,31,48,91,55,18
2021-01-03T04:07:48.983Z,1,2,5,13,45,96,170,206,131,38,1,1,4,8,26,66,122,116,78,24,0,1,1,5,19,30,48,90,53,14
2021-01-03T04:07:48.983Z,1,2,5,13,45,96,170,206,131,38,1,1,4,8,26,66,122,116,78,24,0,1,1,5,19,30,48,90,53,14
2021-01-03T07:10:54.753Z,1,2,5,14,49,101,170,223,135,45,1,1,4,9,30,68,121,129,79,26,0,1,1,5,19,33,49,94,56,19
2021-01-03T16:15:50.833Z,1,2,5,13,47,95,177,212,140,49,1,1,4,8,29,67,127,121,78,28,0,1,1,5,18,28,50,91,62,21
2021-01-03T18:55:22.140Z,1,2,5,13,47,96,180,212,141,49,1,1,4,8,29,68,129,121,78,28,0,1,1,5,18,28,51,91,63,21
2021-01-04T04:08:30.277Z,1,2,5,10,46,88,178,198,141,44,1,1,4,5,26,63,122,114,79,23,0,1,1,5,20,25,56,84,62,21
2021-01-04T08:07:45.310Z,1,2,4,13,46,92,200,215,157,48,1,1,4,6,26,65,137,123,86,26,0,1,0,7,20,27,63,92,71,22
2021-01-04T16:06:03.693Z,1,2,3,12,45,95,196,222,152,48,1,1,3,6,27,68,133,129,83,28,0,1,0,6,18,27,63,93,69,20
2021-01-04T21:25:48.630Z,0,2,4,9,44,91,198,209,151,47,0,1,4,4,27,64,133,123,83,28,0,1,0,5,17,27,65,86,68,19
2021-01-05T03:51:07.883Z,0,2,5,9,44,89,195,207,148,48,0,1,5,4,27,62,132,123,82,29,0,1,0,5,17,27,63,84,66,19
2021-01-05T07:23:41.123Z,1,2,7,12,45,100,204,226,170,56,1,1,7,5,28,70,138,135,95,33,0,1,0,7,17,30,66,91,75,23
2021-01-05T16:52:29.653Z,1,2,7,14,41,97,202,234,156,55,1,1,6,6,24,66,133,141,89,31,0,1,1,8,17,31,69,93,67,24
2021-01-05T19:37:27.543Z,1,2,7,14,42,102,204,237,161,58,1,1,6,6,24,70,135,143,91,33,0,1,1,8,18,32,69,94,70,25
2021-01-06T03:50:16.780Z,0,2,5,12,39,94,208,229,161,59,0,1,4,6,22,63,138,136,88,33,0,1,1,6,17,31,70,93,73,26
2021-01-06T07:37:53.437Z,0,2,6,16,42,104,208,246,171,62,0,1,5,6,24,69,140,146,93,34,0,1,1,10,18,35,68,100,78,28
2021-01-06T15:01:08.997Z,0,2,7,18,43,111,216,245,171,61,0,1,6,6,24,77,146,147,90,33,0,1,1,12,19,34,70,98,81,28
2021-01-06T19:19:57.407Z,0,2,7,18,43,113,216,248,170,60,0,1,6,6,24,79,146,149,91,33,0,1,1,12,19,34,70,99,79,27
2021-01-07T04:26:33.387Z,1,3,7,17,37,110,219,245,166,55,1,1,6,5,21,78,151,146,91,29,0,2,1,12,16,32,68,99,75,26
2021-01-07T06:14:34.303Z,1,3,7,17,39,111,226,255,175,55,0,1,6,5,22,79,152,153,98,28,1,2,1,12,17,32,74,102,77,27
2021-01-07T15:27:30.590Z,1,3,5,16,42,111,219,241,169,52,0,1,4,5,23,78,149,144,92,26,1,2,1,11,19,33,70,97,77,26
2021-01-07T18:11:14.923Z,1,3,4,13,44,115,218,248,170,50,0,1,3,3,24,81,147,147,93,25,1,2,1,10,20,34,71,101,77,25
2021-01-08T03:43:58.370Z,1,3,4,13,44,121,216,239,167,54,0,1,3,3,24,84,146,142,92,26,1,2,1,10,20,37,70,97,75,28
2021-01-08T07:58:56.537Z,2,3,4,14,47,122,219,245,170,54,0,1,3,3,26,80,147,140,93,27,2,2,1,11,21,42,72,105,77,27
2021-01-08T12:29:35.990Z,2,3,4,15,51,128,220,252,179,56,0,1,3,4,29,85,148,149,99,28,2,2,1,11,22,43,72,103,80,28
2021-01-09T14:36:56.833Z,2,4,4,18,51,137,221,257,201,56,0,1,3,6,32,90,152,142,109,25,2,3,1,12,19,47,69,115,92,31
2021-01-09T20:19:21.917Z,2,3,4,20,55,142,221,254,204,58,0,0,3,7,33,94,153,146,112,24,2,3,1,13,22,48,68,108,92,34
2021-01-10T03:55:57.563Z,2,3,4,20,54,144,225,265,213,61,0,0,3,7,33,92,154,150,113,24,2,3,1,13,21,52,71,115,100,37
2021-01-10T08:32:01.230Z,2,3,4,21,55,149,230,271,217,64,0,0,3,8,34,97,155,156,119,24,2,3,1,13,21,52,75,115,98,40
2021-01-10T15:34:00.387Z,2,3,4,19,52,150,237,279,225,68,0,0,3,9,34,103,158,160,116,24,2,3,1,10,18,47,79,119,109,44
2021-01-10T19:59:05.227Z,2,3,3,19,52,146,236,268,221,67,0,0,2,9,34,102,158,155,114,23,2,3,1,10,18,44,78,113,107,44
2021-01-11T04:29:18.330Z,1,2,3,21,52,146,241,271,221,69,0,0,2,10,35,101,160,156,115,24,1,2,1,11,17,45,81,115,106,45
2021-01-11T08:04:11.517Z,2,3,3,21,56,146,244,279,226,72,0,0,2,11,37,102,164,164,117,24,2,3,1,10,19,44,80,115,109,48
2021-01-11T19:42:21.023Z,1,4,5,19,57,154,240,273,220,78,0,1,4,9,38,110,162,159,120,29,1,3,1,10,19,44,78,114,100,49
2021-01-12T04:46:22.610Z,1,3,5,19,58,144,234,261,212,75,0,1,4,9,39,101,156,151,113,28,1,2,1,10,19,43,78,110,99,47
2021-01-12T08:29:05.050Z,1,3,6,20,59,151,238,268,228,77,0,1,5,9,41,109,159,155,119,30,1,2,1,11,18,42,79,113,109,47
2021-01-12T16:15:21.670Z,1,2,6,19,59,156,239,267,230,77,0,1,5,8,41,109,161,156,122,28,1,1,1,11,18,47,78,111,108,49
2021-01-12T19:56:16.893Z,1,2,7,19,57,155,238,264,228,77,0,1,5,8,39,108,160,155,120,28,1,1,2,11,18,47,78,109,108,49
2021-01-13T03:19:37.553Z,1,3,8,19,57,151,229,263,217,79,0,1,5,8,38,105,154,155,114,29,1,2,3,11,19,46,75,108,103,50
2021-01-13T07:05:04.700Z,1,2,8,20,65,159,237,277,232,86,0,1,5,8,44,110,161,164,124,32,1,1,3,12,21,49,76,113,108,54
2021-01-13T14:46:19.050Z,1,2,7,23,68,150,235,279,224,88,0,1,4,11,46,103,157,163,117,33,1,1,3,12,22,47,78,116,107,55
2021-01-13T20:41:57.433Z,1,3,7,22,67,145,230,266,212,85,0,1,4,10,45,99,153,156,113,33,1,2,3,12,22,46,77,110,99,52
2021-01-14T05:08:05.827Z,1,3,6,22,72,145,233,269,207,88,0,1,4,11,49,100,154,154,111,34,1,2,2,11,23,45,79,115,96,54
2021-01-14T08:52:15.650Z,1,3,8,26,74,160,250,280,213,87,0,1,6,14,51,114,165,162,114,35,1,2,2,12,23,46,85,118,99,52
2021-01-14T16:50:47.233Z,1,3,6,24,72,159,251,285,213,82,0,1,4,13,50,113,166,165,117,31,1,2,2,11,22,46,85,120,96,51
2021-01-14T20:50:19.033Z,1,3,6,24,71,151,251,274,204,82,0,1,3,14,49,108,164,157,110,32,1,2,3,10,22,43,87,117,94,50
2021-01-15T03:51:47.650Z,1,4,7,23,71,151,252,282,214,80,0,2,3,13,49,107,164,163,116,28,1,2,4,10,22,44,88,119,98,52
2021-01-15T07:41:36.633Z,1,3,9,25,73,161,260,290,220,84,0,1,4,13,50,115,172,167,120,30,1,2,5,12,23,46,88,123,100,54
2021-01-15T11:40:28.147Z,1,3,10,25,74,159,257,291,219,82,0,1,4,13,51,113,170,167,121,30,1,2,6,12,23,46,87,124,98,52
2021-01-16T14:40:17.410Z,2,3,14,23,68,141,253,273,213,73,1,1,4,11,50,96,164,149,113,27,1,2,10,12,18,45,89,124,100,46
2021-01-16T18:58:54.310Z,2,3,16,25,77,159,271,297,234,80,1,1,5,12,53,113,179,165,129,29,1,2,11,13,24,46,92,132,105,51
2021-01-17T07:18:53.633Z,2,1,15,27,89,164,284,315,233,88,1,1,5,13,59,115,191,175,129,35,1,0,10,14,30,49,93,140,104,53
2021-01-17T15:39:52.500Z,2,1,12,23,82,161,274,301,217,89,1,1,4,11,54,110,187,172,118,37,1,0,8,12,28,51,87,129,99,52
2021-01-17T19:30:01.320Z,2,1,12,23,82,161,274,302,219,89,1,1,4,11,54,110,187,172,118,37,1,0,8,12,28,51,87,130,101,52
2021-01-18T04:35:31.270Z,2,1,9,20,86,151,271,291,204,86,1,1,3,10,57,105,186,163,113,30,1,0,6,10,29,46,85,128,91,56
2021-01-18T06:31:52.957Z,2,1,11,24,87,161,286,302,223,90,1,1,4,12,59,114,198,174,123,35,1,0,7,12,28,47,88,128,100,55
2021-01-18T16:31:29.850Z,2,1,13,23,78,149,288,301,216,78,1,1,5,11,53,104,195,170,122,32,1,0,8,12,25,45,93,131,94,46
2021-01-18T18:34:56.827Z,2,1,13,23,79,150,290,303,216,78,1,1,5,11,53,104,195,170,122,32,1,0,8,12,26,46,95,133,94,46
2021-01-19T05:30:54.400Z,2,1,13,22,78,137,282,285,208,77,1,1,5,10,50,95,192,165,119,31,1,0,8,12,28,42,90,120,89,46
2021-01-19T07:34:37.340Z,3,1,13,26,86,137,285,294,225,89,2,1,5,12,55,99,190,170,129,38,1,0,8,14,31,38,95,124,96,51
2021-01-19T14:19:06.050Z,3,1,13,24,83,131,279,298,217,87,2,1,6,11,53,96,184,174,124,39,1,0,7,13,30,35,95,124,93,48
2021-01-20T04:28:09.150Z,3,0,11,24,84,124,268,279,217,92,2,0,6,10,54,93,179,159,125,40,1,0,5,14,30,31,89,120,92,52
2021-01-20T07:16:55.410Z,3,0,12,27,86,136,289,287,236,98,2,0,7,11,55,102,194,160,133,43,1,0,5,16,31,34,95,127,103,55
2021-01-20T15:51:00.880Z,3,1,10,28,84,132,266,283,240,103,2,1,5,12,53,97,176,157,128,43,1,0,5,16,31,35,90,126,112,60
2021-01-20T20:20:13.790Z,3,1,10,28,87,130,269,295,234,99,2,1,5,13,56,96,176,166,126,41,1,0,5,15,31,34,93,129,108,58
2021-01-21T04:27:20.957Z,3,0,11,27,90,128,265,277,224,94,2,0,4,13,58,94,175,155,117,38,1,0,7,14,32,34,90,122,107,56
2021-01-21T08:35:56.320Z,3,0,11,28,90,130,268,282,230,104,2,0,4,13,58,94,178,157,120,44,1,0,7,15,32,36,90,125,110,60
2021-01-21T16:16:22.323Z,3,0,12,31,85,137,270,277,229,100,2,0,5,13,56,99,184,157,117,43,1,0,7,18,29,38,86,120,112,57
2021-01-21T19:47:52.763Z,3,0,12,32,85,137,271,280,230,101,2,0,5,14,56,99,185,159,118,43,1,0,7,18,29,38,86,121,112,58
2021-01-22T04:41:17.910Z,3,0,11,29,84,131,266,269,226,97,2,0,4,13,53,95,184,154,117,41,1,0,7,16,31,36,82,115,109,56
2021-01-22T07:17:51.503Z,4,0,13,36,87,131,270,278,227,97,3,0,6,14,54,94,186,160,115,42,1,0,7,22,33,37,84,118,112,55
2021-01-22T13:28:10.110Z,4,0,13,36,88,135,278,281,232,100,3,0,6,14,55,98,192,161,117,41,1,0,7,22,33,37,86,120,115,59
2021-01-23T14:28:52.590Z,4,1,14,35,87,142,271,273,234,92,3,0,6,13,57,106,184,157,112,42,1,1,8,22,30,36,87,116,122,50
2021-01-23T18:37:03.467Z,4,1,14,36,88,142,273,274,235,93,3,0,6,13,57,106,186,158,113,42,1,1,8,23,31,36,87,116,122,51
2021-01-24T06:07:14.763Z,4,2,13,35,101,151,279,280,241,96,3,1,6,14,65,111,189,162,114,46,1,1,7,21,36,40,90,118,127,50
2021-01-24T16:54:21.827Z,4,2,14,31,102,142,272,277,232,83,3,1,8,15,63,104,189,156,105,37,1,1,6,16,39,38,83,121,127,46
2021-01-24T20:15:06.353Z,4,2,13,30,100,139,264,274,220,80,3,1,6,15,63,106,184,157,98,36,1,1,7,15,37,33,80,117,122,44
2021-01-25T03:43:39.050Z,4,2,13,30,97,141,263,272,215,78,3,1,6,15,61,107,179,159,98,35,1,1,7,15,36,34,84,113,117,43
2021-01-25T07:28:11.697Z,2,2,13,32,98,151,269,277,231,80,1,1,6,15,59,113,184,164,105,36,1,1,7,17,39,38,85,113,126,44
2021-01-25T15:19:21.960Z,2,2,14,35,90,151,266,278,234,79,1,1,6,17,56,110,185,159,107,36,1,1,8,18,34,41,81,119,127,43
2021-01-25T20:15:07.197Z,2,2,14,34,88,145,262,279,230,75,1,1,6,17,54,106,180,162,105,33,1,1,8,17,34,39,82,117,125,42
2021-01-26T08:39:00.873Z,4,0,14,40,91,148,262,288,224,83,3,0,5,20,59,107,179,165,104,37,1,0,9,20,32,41,83,123,120,46
2021-01-26T16:37:13.443Z,3,0,13,41,97,151,261,290,213,80,2,0,4,21,64,107,173,167,97,35,1,0,9,20,33,44,88,123,116,45
2021-01-26T17:48:49.590Z,3,0,13,41,97,151,261,290,213,81,2,0,4,21,64,107,173,167,97,35,1,0,9,20,33,44,88,123,116,46
2021-01-27T04:15:33.720Z,5,0,14,42,96,140,246,286,211,78,3,0,4,23,64,96,163,166,94,33,2,0,10,19,32,44,83,120,117,45
2021-01-27T09:37:45.910Z,6,0,15,45,99,155,255,299,223,82,4,0,6,26,63,109,171,173,100,35,2,0,9,19,36,46,84,126,123,47
2021-01-27T15:47:33.793Z,4,0,18,43,99,150,246,283,211,80,2,0,7,25,61,107,164,159,94,36,2,0,11,18,38,43,82,124,117,44
2021-01-27T19:14:37.080Z,5,0,18,40,97,147,243,279,203,75,2,0,7,24,58,104,162,157,96,33,3,0,11,16,39,43,81,122,107,42
2021-01-28T02:59:46.543Z,4,0,18,41,98,145,239,279,205,76,2,0,7,24,58,104,157,159,96,34,2,0,11,17,40,41,82,120,109,42
2021-01-28T06:39:58.397Z,4,0,18,46,99,163,246,290,210,75,2,0,5,26,58,113,165,165,98,32,2,0,13,20,41,50,81,125,112,43
2021-01-28T21:08:02.507Z,3,0,20,40,95,161,242,272,214,71,2,0,6,23,56,111,153,153,97,33,1,0,14,17,39,50,89,119,117,38
2021-01-29T01:31:48.870Z,3,0,20,40,95,160,239,269,213,71,2,0,6,23,56,109,150,153,97,33,1,0,14,17,39,51,89,116,116,38
2021-01-29T07:28:39.920Z,5,0,21,42,98,169,261,276,229,75,2,0,7,24,57,116,169,158,105,36,3,0,14,18,41,53,92,118,124,39
