Date,5-11 vaccinated reinfected,12-15 vaccinated reinfected,16-19 vaccinated reinfected,20-29 vaccinated reinfected,30-39 vaccinated reinfected,40-49 vaccinated reinfected,50-59 vaccinated reinfected,60-69 vaccinated reinfected,70-79 vaccinated reinfected,80-89 vaccinated reinfected,90+ vaccinated reinfected,5-11 unvaccinateed reinfected,12-15 unvaccinateed reinfected,16-19 unvaccinateed reinfected,20-29 unvaccinateed reinfected,30-39 unvaccinateed reinfected,40-49 unvaccinateed reinfected,50-59 unvaccinateed reinfected,60-69 unvaccinateed reinfected,70-79 unvaccinateed reinfected,80-89 unvaccinateed reinfected,90+ unvaccinateed reinfected
2022-04-03T14:11:56.480Z,1666,6733,10909,25462,22595,19747,12016,6642,2612,1152,408,40239,15552,9745,17960,15384,11101,5864,2983,852,378,98
2022-04-03T18:50:08.340Z,1672,6739,10920,25491,22631,19775,12025,6649,2614,1154,408,40289,15563,9749,17968,15394,11105,5869,2984,853,378,98
2022-04-04T05:34:20.373Z,1676,6743,10924,25508,22664,19804,12046,6670,2630,1161,413,40318,15578,9751,17978,15407,11112,5876,2990,856,378,98
2022-04-04T13:14:05.747Z,1684,6749,10934,25545,22707,19847,12076,6686,2636,1160,414,40373,15591,9757,17994,15425,11126,5883,2993,857,378,98
2022-04-04T18:37:52.027Z,1688,6754,10939,25569,22732,19858,12084,6695,2641,1164,414,40404,15597,9764,18001,15432,11133,5887,2995,859,379,98
2022-04-05T05:18:56.923Z,1695,6760,10941,25586,22771,19894,12111,6712,2651,1170,412,40433,15598,9766,18006,15440,11143,5890,2999,859,379,98
2022-04-05T14:18:06.167Z,1703,6766,10953,25634,22825,19930,12131,6726,2658,1171,413,40488,15619,9769,18021,15457,11153,5899,3002,859,379,98
2022-04-05T18:55:33.960Z,1707,6769,10958,25651,22848,19945,12142,6730,2663,1171,413,40520,15628,9772,18025,15461,11156,5900,3004,859,379,98
2022-04-06T06:15:22.397Z,1711,6772,10961,25668,22881,19971,12164,6741,2667,1175,412,40535,15632,9772,18031,15474,11162,5903,3008,859,379,99
2022-04-06T08:10:34.710Z,1714,6772,10961,25672,22889,19982,12171,6746,2667,1175,412,40537,15632,9773,18032,15477,11162,5907,3010,859,379,99
2022-04-06T16:36:27.737Z,1720,6786,10971,25700,22921,20013,12193,6752,2673,1175,413,40574,15642,9777,18044,15485,11168,5909,3012,861,379,99
2022-04-07T06:29:46.303Z,1726,6789,10974,25718,22954,20039,12220,6771,2681,1176,413,40611,15650,9778,18050,15497,11178,5917,3014,861,380,99
2022-04-07T10:04:11.807Z,1726,6789,10974,25724,22963,20047,12227,6773,2684,1176,413,40615,15651,9778,18051,15499,11181,5919,3015,861,380,99
2022-04-07T15:16:08.850Z,1729,6795,10983,25750,22972,20049,12237,6779,2687,1178,413,40645,15657,9779,18059,15506,11189,5924,3015,862,380,99
