,5-11 active infected absolute,,,12-15 active infected absolute,,,16-19 active infected absolute,,,20-29 active infected absolute,,,30-39 active infected absolute,,,40-49 active infected absolute,,,50-59 active infected absolute,,,60-69 active infected absolute,,,70-79 active infected absolute,,,80-89 active infected absolute,,,90+ active infected absolute,,,5-11 active infected normalized,,,12-15 active infected normalized,,,16-19 active infected normalized,,,20-29 active infected normalized,,,30-39 active infected normalized,,,40-49 active infected normalized,,,50-59 active infected normalized,,,60-69 active infected normalized,,,70-79 active infected normalized,,,80-89 active infected normalized,,,90+ active infected normalized,,,5-11 serious condition absolute,,,12-15 serious condition absolute,,,16-19 serious condition absolute,,,20-29 serious condition absolute,,,30-39 serious condition absolute,,,40-49 serious condition absolute,,,50-59 serious condition absolute,,,60-69 serious condition absolute,,,70-79 serious condition absolute,,,80-89 serious condition absolute,,,90+ serious condition absolute,,,5-11 serious condition normalized,,,12-15 serious condition normalized,,,16-19 serious condition normalized,,,20-29 serious condition normalized,,,30-39 serious condition normalized,,,40-49 serious condition normalized,,,50-59 serious condition normalized,,,60-69 serious condition normalized,,,70-79 serious condition normalized,,,80-89 serious condition normalized,,,90+ serious condition normalized,,
Date,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated
2021-12-03T05:21:01.723Z,0,0,2207,77,0,364,27,41,104,81,133,222,159,167,212,161,114,173,75,25,98,51,24,70,35,11,41,20,7,22,2,2,5,0,0,189.6,21.7,0,144.3,7.4,48.1,86.9,9.5,58.5,109.6,19.3,81.4,142.4,19.4,78.4,150.4,10.8,27.3,127.3,8.1,47.7,123.2,7.6,40.5,117.8,10,40.8,123.9,4.6,27.1,75.5,0,0,0,0,0,0,0,0,1,0,1,6,1,0,8,0,1,18,1,1,22,2,3,18,5,1,12,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0.8,0,0.4,3,0.1,0,5.4,0,0.7,15.6,0.1,1.1,28.6,0.3,6,31.7,1.1,3.7,34.5,1,5.8,11.3,0,0,45.3
2021-12-03T12:19:57.543Z,0,0,2215,78,0,357,27,39,105,82,133,222,166,166,210,166,115,170,75,27,101,50,24,69,36,11,41,19,7,22,2,2,5,0,0,190.6,22,0,141.6,7.4,45.8,87.8,9.6,58.5,109.6,20.2,81,141.1,20,79.1,147.8,10.8,29.5,131.2,7.9,47.7,121.5,7.8,40.5,117.8,9.5,40.8,124,4.6,27.1,75.5,0,0,0,0,0,0,0,0,1,0,1,6,1,0,8,0,1,18,1,1,22,2,3,18,5,1,12,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0.8,0,0.4,3,0.1,0,5.4,0,0.7,15.7,0.1,1.1,28.6,0.3,6,31.7,1.1,3.7,34.5,1,5.8,11.3,0,0,45.3
2021-12-04T16:01:02.610Z,0,0,2137,83,0,354,33,40,102,87,128,217,173,161,206,175,117,170,80,30,97,58,26,70,38,13,41,20,7,22,2,2,6,0,0,184.8,23.4,0,140.3,9,47,85.2,10.2,56.3,107.2,21,78.5,138.5,21.1,80.5,148,11.5,32.8,126.1,9.2,51.6,123.3,8.2,47.8,118.3,10,40.7,124.1,4.6,27.1,91,0,0,0,0,0,0,0,0,0,0,1,6,1,0,7,0,1,18,1,1,22,2,4,16,5,1,11,2,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.4,3,0.1,0,4.7,0,0.7,15.7,0.1,1.1,28.6,0.3,7.9,28.2,1.1,3.7,31.7,1,5.8,22.6,0,0,45.5
2021-12-04T19:17:54.017Z,0,0,2130,81,0,355,33,40,100,87,128,216,173,160,206,175,116,170,82,30,97,58,26,70,39,13,42,20,6,22,2,2,6,0,0,184.2,22.8,0,140.7,9,47,83.5,10.2,56.3,106.7,21,78.1,138.5,21.1,79.9,148,11.8,32.8,126.1,9.2,51.6,123.3,8.5,47.8,121.2,10,34.9,124.1,4.6,27.1,91,0,0,0,0,0,0,0,0,0,0,1,6,1,0,7,0,1,18,1,1,22,2,4,16,5,1,11,2,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.4,3,0.1,0,4.7,0,0.7,15.7,0.1,1.1,28.6,0.3,7.9,28.2,1.1,3.7,31.7,1,5.8,22.6,0,0,45.5
2021-12-05T05:45:16.843Z,0,0,2104,81,0,358,32,39,103,92,127,215,178,159,201,171,113,170,83,32,98,58,26,70,40,13,42,19,6,22,2,2,5,0,0,182,22.8,0,141.8,8.7,45.8,86,10.8,55.8,106.3,21.6,77.5,135.1,20.6,77.7,148,12,35,127.5,9.2,51.6,123.4,8.7,47.8,121.5,9.5,34.9,124.4,4.6,27.1,76.2,0,0,0,0,0,0,0,0,0,0,1,6,1,0,7,0,1,18,1,1,20,3,4,15,5,1,10,1,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0.4,3,0.1,0,4.7,0,0.7,15.7,0.1,1.1,26,0.5,7.9,26.4,1.1,3.7,28.9,0.5,5.8,22.6,0,0,30.5
2021-12-05T15:54:36.943Z,0,0,2004,82,0,348,31,40,97,92,123,206,186,152,198,176,112,171,86,32,92,59,23,63,34,12,40,19,6,22,2,2,6,0,0,173.8,23.1,0,137.9,8.4,47.1,81.1,10.8,54.2,101.9,22.6,74.2,133.2,21.2,77.2,149,12.4,35,119.8,9.3,45.7,111.1,7.4,44.2,115.8,9.5,35,124.5,4.6,27.1,91.4,0,0,0,0,0,0,0,0,0,0,1,6,1,0,6,0,1,20,2,1,22,2,3,16,4,1,11,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.4,3,0.1,0,4,0,0.7,17.4,0.3,1.1,28.6,0.3,6,28.2,0.9,3.7,31.8,0.5,5.8,17,0,0,45.7
2021-12-05T19:06:18.997Z,0,0,1976,84,0,343,31,40,96,93,122,201,188,150,196,174,110,169,85,31,92,60,23,63,34,12,38,19,6,23,2,2,6,0,0,171.8,23.6,0,136.1,8.4,47.2,80.3,10.9,53.8,99.5,22.8,73.4,131.9,21,75.9,147.3,12.3,34,119.8,9.5,45.8,111.1,7.4,44.2,110,9.5,35,130.1,4.6,27.1,91.4,0,0,0,0,0,0,0,0,0,0,1,6,1,0,6,0,1,20,2,1,22,2,3,16,4,1,11,1,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.4,3,0.1,0,4,0,0.7,17.4,0.3,1.1,28.7,0.3,6,28.2,0.9,3.7,31.8,0.5,5.8,17,0,0,45.7
2021-12-06T05:15:29.980Z,0,0,1860,85,0,297,31,35,69,56,69,103,132,100,109,137,80,100,67,21,56,41,14,34,23,7,31,12,4,20,0,1,6,0,0,161.9,23.9,0,117.7,8.4,41.4,57.6,6.6,30.4,51,16,48.9,73.4,16.5,55.2,87.2,9.7,23,73,6.5,27.9,60,5,25.8,90.1,6,23.3,113.5,0,13.5,91.5,0,0,0,0,0,0,0,0,0,0,1,6,1,0,6,0,1,19,2,1,21,3,3,15,4,1,11,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0.4,3,0.1,0,4,0,0.7,16.6,0.3,1.1,27.4,0.5,6,26.5,0.9,3.7,32,0.5,5.8,11.3,0,0,45.8
2021-12-06T15:50:10.883Z,0,0,2090,88,0,373,39,40,99,99,119,203,208,154,211,187,122,179,84,37,94,67,25,62,37,14,38,18,6,24,3,2,6,0,0,182.1,24.8,0,147.9,10.6,47.4,82.8,11.6,52.6,100.6,25.2,75.5,142.2,22.5,84.3,156.2,12.1,40.6,122.6,10.6,49.8,109.4,8,51.7,110.4,8.9,35,136.2,6.9,27.1,91.5,0,0,0,0,0,0,0,0,0,0,1,6,1,0,8,0,0,20,2,1,22,2,3,17,4,1,10,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.4,3,0.1,0,5.4,0,0,17.4,0.3,1.1,28.7,0.3,6,30,0.9,3.7,29.1,0,5.8,22.7,0,0,45.8
2021-12-06T19:08:43.553Z,0,0,2092,93,0,370,40,41,98,97,117,201,212,149,211,185,121,179,84,37,94,68,25,62,38,13,38,18,6,24,3,3,6,0,0,182.7,26.2,0,146.8,10.9,48.7,82,11.4,51.8,99.7,25.7,73.1,142.2,22.3,83.7,156.2,12.1,40.7,122.7,10.7,49.9,109.5,8.2,48,110.5,8.9,35,136.2,6.9,40.7,91.5,0,0,0,0,0,0,0,0,0,0,1,6,1,0,8,0,0,20,2,1,22,2,3,17,4,1,10,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.4,3,0.1,0,5.4,0,0,17.5,0.3,1.1,28.7,0.3,6,30,0.9,3.7,29.1,0,5.8,22.7,0,0,45.8
2021-12-07T04:47:30.547Z,0,0,2177,94,0,377,41,40,103,97,118,207,223,162,220,193,120,183,91,38,93,72,28,65,40,14,40,18,6,23,3,3,6,0,0,190.4,26.5,0,149.5,11.1,47.5,86.2,11.3,52.2,102.8,27,79.4,148.3,23.2,83,159.8,13.1,41.8,121.5,11.4,55.8,114.8,8.7,51.7,116.6,8.9,35,131,6.9,40.6,91.8,0,0,0,0,0,0,0,0,0,0,1,4,1,0,7,0,0,19,2,1,21,3,3,15,5,1,9,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.4,2,0.1,0,4.7,0,0,16.6,0.3,1.1,27.4,0.5,6,26.5,1.1,3.7,26.2,0,5.8,17.1,0,0,45.9
2021-12-07T16:10:29.843Z,0,0,2177,94,0,377,41,40,103,97,118,207,223,162,220,193,120,183,91,38,93,72,28,65,40,14,40,18,6,23,3,3,6,0,0,190.4,26.5,0,149.5,11.1,47.5,86.2,11.3,52.2,102.8,27,79.4,148.3,23.2,83,159.8,13.1,41.8,121.5,11.4,55.8,114.8,8.7,51.7,116.6,8.9,35,131,6.9,40.6,91.8,0,0,0,0,0,0,0,0,0,0,1,4,1,0,7,0,0,19,2,1,21,3,3,15,5,1,9,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.4,2,0.1,0,4.7,0,0,16.6,0.3,1.1,27.4,0.5,6,26.5,1.1,3.7,26.2,0,5.8,17.1,0,0,45.9
2021-12-07T20:08:16.327Z,0,0,2220,96,0,379,43,44,111,105,117,208,235,159,217,194,124,177,88,37,94,74,29,69,46,14,37,18,7,22,3,3,5,0,0,194.9,27,0,150.5,11.7,52.5,93,12.3,52,103.5,28.5,78.3,146.5,23.4,86,154.7,12.7,40.8,122.9,11.7,58,122,10,51.9,108,8.9,40.9,125.3,6.9,40.7,76.5,0,0,0,0,0,0,0,0,0,0,1,4,1,0,6,0,0,19,2,1,22,1,3,17,4,2,10,0,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0.4,2,0.1,0,4,0,0,16.6,0.3,1.1,28.8,0.2,6,30.1,0.9,7.4,29.2,0,5.8,22.8,0,13.6,30.6
2021-12-08T06:00:00.703Z,0,0,2298,99,0,389,46,44,118,104,122,211,240,167,230,202,131,185,89,38,104,74,31,70,47,14,38,17,7,22,3,3,5,0,0,201.7,27.9,0,154.3,12.5,52.4,98.8,12.1,54.1,104.9,29.1,82.1,155.3,24.3,90.7,161.7,12.8,41.8,136.2,11.7,61.9,123.8,10.2,51.8,111.3,8.4,40.9,125.5,6.9,40.7,76.8,0,0,0,0,0,0,0,0,0,0,1,4,1,0,6,0,0,19,2,1,21,1,3,17,4,2,8,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0.4,2,0.1,0,4.1,0,0,16.6,0.3,1.1,27.5,0.2,6,30.1,0.9,7.4,23.4,0,5.8,17.1,0,13.6,30.7
2021-12-08T15:52:29.837Z,0,0,2260,96,0,389,47,44,117,104,115,208,235,168,222,211,134,182,88,36,104,75,29,72,46,14,35,16,6,22,3,3,6,0,0,198.5,27,0,154.4,12.7,52.6,98,12.1,51.1,103.5,28.5,82.7,150,25.4,93,159.2,12.7,39.7,136.2,11.8,58,127.4,10,51.9,102.6,7.9,35.1,125.5,6.9,40.7,92.2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,6,0,0,19,2,1,21,1,3,17,4,2,8,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0.4,2,0.1,0,4.1,0,0,16.6,0.3,1.1,27.5,0.2,6,30.1,0.9,7.4,23.4,0,11.7,17.1,0,13.6,30.7
2021-12-08T19:03:34.973Z,0,0,2253,96,0,391,47,43,117,104,112,206,235,168,224,211,133,182,88,36,103,77,29,71,46,14,35,16,6,22,3,3,6,0,0,198.4,27,0,155.3,12.7,51.5,98.2,12.1,49.8,102.6,28.5,82.8,151.5,25.4,92.4,159.3,12.7,39.7,135,12.1,58,125.7,10,51.9,102.6,7.9,35.1,125.6,6.9,40.8,92.2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,6,0,0,19,2,1,21,1,3,17,4,2,8,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0.4,2,0.1,0,4.1,0,0,16.6,0.3,1.1,27.5,0.2,6,30.1,0.9,7.4,23.5,0,11.7,17.1,0,13.6,30.7
2021-12-09T04:59:14.947Z,0,0,2258,99,0,392,46,43,116,106,115,205,251,171,224,221,132,187,89,37,105,82,29,71,48,14,36,17,6,22,3,3,5,0,0,198.9,27.9,0,155.6,12.4,51.4,97.3,12.4,51.1,102.1,30.4,84.2,151.5,26.6,91.6,163.7,12.8,40.8,137.7,12.9,58,125.7,10.4,51.9,106,8.4,35.1,125.8,6.9,40.7,77.1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,6,0,0,19,2,1,18,2,3,12,5,1,8,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,1.5,0.1,0,4.1,0,0,16.6,0.3,1.1,23.6,0.3,6,21.2,1.1,3.7,23.5,0,11.7,5.7,0,0,15.4
2021-12-09T15:56:43.720Z,0,0,2155,93,0,372,46,42,119,105,113,199,249,167,222,218,130,186,88,37,103,82,29,72,44,13,33,17,6,22,3,2,6,0,0,189.9,26.2,0,147.7,12.4,50.3,99.8,12.2,50.3,99.2,30.1,82.4,150.3,26.2,90.4,162.9,12.7,40.9,135.2,12.9,58.1,127.5,9.5,48.3,97.2,8.4,35.1,125.8,6.9,27.2,92.6,0,0,0,0,0,0,0,0,0,0,1,3,1,0,5,0,0,18,1,1,19,1,3,14,4,1,7,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4,1.5,0.1,0,3.4,0,0,15.8,0.1,1.1,24.9,0.2,6,24.8,0.9,3.7,20.6,0,5.9,17.2,0,13.6,15.4
2021-12-09T19:53:33.810Z,0,0,2134,93,0,371,46,42,119,106,113,200,250,168,222,221,130,186,89,36,104,83,28,72,43,13,33,18,6,22,2,2,6,0,0,188.7,26.2,0,147.4,12.4,50.5,99.9,12.4,50.4,99.8,30.2,83.1,150.4,26.6,90.6,163,12.8,39.8,136.6,13.1,56.1,127.6,9.3,48.3,97.2,8.9,35.1,125.9,4.6,27.2,92.6,0,0,0,0,0,0,0,0,0,0,1,3,1,0,5,0,0,18,1,1,19,1,3,14,4,1,7,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4,1.5,0.1,0,3.4,0,0,15.8,0.1,1.1,25,0.2,6,24.8,0.9,3.7,20.6,0,5.9,17.2,0,13.6,15.4
2021-12-10T05:29:43.950Z,0,0,2162,95,0,383,47,42,118,110,119,218,260,179,231,228,133,192,91,37,107,83,29,73,44,13,33,18,6,22,3,2,6,0,0,191.3,26.7,0,152.1,12.7,50.4,98.9,12.8,53.1,108.8,31.4,88.4,156.6,27.4,92.6,168.3,13.1,40.9,140.6,13.1,58.1,129.5,9.5,48.3,97.5,8.9,35.1,126.2,6.9,27.1,93,0,0,0,0,0,0,0,0,1,0,1,2,1,0,5,0,0,18,1,1,18,1,3,13,5,1,7,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.4,1,0.1,0,3.4,0,0,15.8,0.1,1.1,23.7,0.2,6,23.1,1.1,3.7,20.7,0.5,5.9,17.2,0,0,15.5
2021-12-10T13:56:57.313Z,0,0,2138,96,0,372,47,41,120,115,122,219,261,181,233,222,132,193,94,38,113,83,28,71,46,14,33,21,6,22,3,2,6,0,0,189.4,27,0,147.8,12.7,49.3,100.7,13.4,54.5,109.4,31.6,89.6,158,26.7,92.1,169.3,13.5,42.1,148.6,13.1,56.1,126,9.9,52,97.5,10.4,35.1,126.2,6.9,27.1,93,0,0,0,0,0,0,0,0,0,0,1,3,1,0,6,0,0,17,1,1,19,1,3,14,4,1,7,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4,1.5,0.1,0,4.1,0,0,14.9,0.1,1.1,25,0.2,6,24.8,0.9,3.7,20.7,0.5,5.9,17.2,0,13.6,15.5
2021-12-11T15:17:26.977Z,0,0,2065,103,0,365,44,40,114,123,122,217,279,180,242,229,123,188,103,39,116,80,27,69,47,14,33,21,6,21,3,2,6,0,0,183.2,29,0,144.9,11.9,48.1,95.6,14.3,54.5,108.4,33.7,89.1,164.3,27.5,85.8,165,14.8,43.2,152.7,12.6,54.1,122.5,10.2,52,97.9,10.4,35.1,120.6,6.9,27.1,93.5,0,0,0,0,0,0,0,0,1,0,1,2,1,0,5,0,0,17,1,1,16,1,3,13,4,1,8,2,1,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.4,1,0.1,0,3.4,0,0,14.9,0.1,1.1,21.1,0.2,6,23.1,0.9,3.7,23.7,1,5.9,23,0,13.6,15.6
2021-12-11T20:26:51.183Z,0,0,2023,102,0,355,43,38,109,123,119,211,276,177,238,229,121,185,104,39,116,83,27,68,47,15,33,21,6,20,3,2,6,0,0,179.5,28.7,0,141,11.6,45.7,91.4,14.3,53.2,105.4,33.4,87.7,161.5,27.5,84.5,162.4,14.9,43.2,152.7,13.1,54.1,120.8,10.2,55.7,97.9,10.4,35.1,114.9,6.9,27.1,93.5,0,0,0,0,0,1,0,0,1,0,1,3,1,0,6,0,0,17,1,1,20,1,4,17,3,2,9,2,1,5,0,1,1,0,0,0,0,0,0.4,0,0,0.8,0,0.4,1.5,0.1,0,4.1,0,0,14.9,0.1,1.1,26.3,0.2,8,30.2,0.6,7.4,26.7,1,5.9,28.7,0,13.6,15.6
2021-12-12T04:24:03.683Z,0,0,2012,102,0,350,44,38,106,125,119,208,278,177,238,230,121,178,105,39,114,84,27,68,46,16,33,21,6,20,3,2,6,0,0,178.6,28.7,0,138.9,11.9,45.8,88.8,14.5,53.2,104,33.6,87.6,161.6,27.6,84.5,156.3,15.1,43.2,150.1,13.2,54.1,120.8,9.9,59.4,98.1,10.4,35.1,115.2,6.9,27.1,93.9,0,0,0,0,0,0,0,0,1,0,1,2,1,0,5,0,0,16,1,1,18,2,3,14,4,1,8,2,0,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.4,1,0.1,0,3.4,0,0,14,0.1,1.1,23.7,0.3,6,24.9,0.9,3.7,23.8,1,0,23,0,13.6,15.6
2021-12-12T17:03:54.570Z,0,0,1885,101,0,342,47,38,101,123,106,201,277,169,225,228,112,170,111,37,107,80,27,71,46,15,32,20,5,23,2,2,6,0,0,167.7,28.4,0,135.8,12.7,45.9,84.7,14.3,47.5,100.6,33.4,83.9,153,27.4,78.4,149.5,15.9,41.1,141.1,12.6,54.3,126.3,9.9,55.8,95.3,9.9,29.3,132.5,4.6,27.1,93.9,0,0,0,0,0,0,0,0,1,0,1,3,1,0,6,1,0,16,1,1,19,1,4,15,3,2,8,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.4,1.5,0.1,0,4.1,0.1,0,14.1,0.1,1.1,25,0.2,8,26.7,0.6,7.4,23.8,1,0,28.8,0,13.6,15.7
2021-12-12T19:50:54.190Z,0,0,1898,102,0,345,50,39,102,121,108,201,281,169,225,227,113,172,111,36,107,82,27,71,46,15,32,20,5,23,2,2,6,0,0,169.3,28.7,0,137.1,13.5,47.2,85.6,14.1,48.5,100.7,33.9,84.1,153.1,27.2,79.2,151.3,15.9,40,141.1,12.9,54.3,126.4,9.9,55.9,95.3,9.9,29.3,132.5,4.6,27.2,93.9,0,0,0,0,0,0,0,0,1,0,1,3,1,0,6,1,0,16,1,1,19,1,4,15,3,2,8,2,0,5,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.4,1.5,0.1,0,4.1,0.1,0,14.1,0.1,1.1,25.1,0.2,8.1,26.7,0.6,7.5,23.8,1,0,28.8,0,13.6,15.7
2021-12-13T04:33:26.150Z,0,0,1943,102,0,355,51,38,105,128,112,202,286,176,232,234,116,181,115,37,108,82,29,69,48,15,32,21,5,23,2,2,6,0,0,173.3,28.7,0,141,13.7,46.1,88.1,14.9,50.3,101.2,34.5,87.6,157.9,28.1,81.3,159.3,16.5,41.1,142.6,12.9,58.4,122.8,10.4,55.9,95.6,10.4,29.3,132.9,4.6,27.1,94.2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,6,1,0,15,1,1,17,2,4,14,4,2,5,3,0,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.4,1,0,0,4.1,0.1,0,13.2,0.1,1.1,22.4,0.3,8,24.9,0.9,7.5,14.9,1.5,0,23.1,0,13.6,15.7
2021-12-13T16:03:15.117Z,0,0,2041,106,0,357,55,37,111,141,119,211,301,181,239,247,125,181,118,38,111,83,29,70,50,12,30,22,5,20,2,2,5,0,0,182.4,29.8,0,141.8,14.8,44.9,93.2,16.4,53.5,105.8,36.3,90.2,162.8,29.6,87.7,159.4,16.9,42.3,146.6,13.1,58.4,124.6,10.8,44.8,89.6,10.9,29.3,115.6,4.6,27.2,78.5,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,0,1,14,1,1,18,3,3,16,4,2,7,4,0,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.4,1,0,0,4.8,0,0.7,12.3,0.1,1.1,23.8,0.5,6,28.5,0.9,7.5,20.9,2,0,23.1,0,13.6,15.7
2021-12-13T20:01:16.170Z,0,0,2051,108,0,354,54,36,111,143,121,211,306,183,241,248,125,183,116,38,110,84,28,71,51,12,30,23,5,20,2,2,5,0,0,183.8,30.4,0,140.7,14.5,43.9,93.3,16.6,54.6,105.9,36.9,91.4,164.3,29.7,87.9,161.2,16.6,42.4,145.4,13.2,56.5,126.5,11,44.9,89.7,11.4,29.4,115.6,4.6,27.2,78.5,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,0,1,14,1,1,18,3,3,16,4,2,7,4,0,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,4.8,0,0.7,12.3,0.1,1.1,23.8,0.5,6.1,28.5,0.9,7.5,20.9,2,0,23.1,0,13.6,15.7
2021-12-14T05:30:32.500Z,0,0,2154,105,0,356,54,36,113,162,127,213,317,186,242,257,129,182,119,39,109,88,27,75,52,12,30,24,5,20,2,2,5,0,0,193,29.5,0,141.4,14.5,43.9,94.9,18.8,57.2,106.9,38.2,92.8,164.9,30.8,90.7,160.4,17.1,43.5,144.2,13.9,54.5,133.6,11.2,44.8,90,11.9,29.4,115.9,4.6,27.2,78.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7,0,1,14,1,1,18,2,3,15,4,2,6,4,0,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.5,0.5,0,0,4.8,0,0.7,12.3,0.1,1.1,23.8,0.3,6.1,26.7,0.9,7.5,18,2,0,23.2,0,13.6,15.8
2021-12-14T16:01:40.160Z,0,0,2155,110,0,363,56,37,116,166,131,221,315,191,240,267,127,184,123,41,105,91,30,74,53,10,30,23,5,21,2,2,5,0,0,193.6,30.9,0,144.2,15.1,45.2,97.5,19.3,59.2,111.1,37.9,95.6,163.7,32,89.5,162.3,17.6,45.8,139,14.3,60.7,131.9,11.4,37.4,90.1,11.4,29.4,121.7,4.6,27.2,78.9,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,0,1,14,1,1,18,2,3,14,3,2,7,3,0,5,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,4.8,0,0.7,12.4,0.1,1.1,23.8,0.3,6.1,25,0.6,7.5,21,1.5,0,29,0,13.6,15.8
2021-12-14T21:43:30.403Z,0,0,2181,118,0,365,58,39,119,179,132,224,318,191,243,271,128,184,122,42,107,92,31,77,55,10,30,23,4,21,3,2,5,0,0,196.1,33.2,0,145.1,15.6,47.7,100.1,20.8,59.7,112.6,38.3,95.6,165.8,32.5,90.2,162.3,17.5,47,141.7,14.5,62.7,137.3,11.9,37.4,90.1,11.4,23.5,121.7,6.9,27.2,78.9,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,0,1,14,1,1,18,2,3,14,3,2,7,3,0,5,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,4.8,0,0.7,12.4,0.1,1.1,23.8,0.3,6.1,25,0.6,7.5,21,1.5,0,29,0,13.6,15.8
2021-12-15T05:03:01.877Z,0,0,2216,125,0,367,58,39,116,192,136,226,326,197,245,287,134,193,127,39,109,96,31,77,59,10,32,23,5,21,3,2,5,0,0,199.7,35.1,0,145.8,15.6,47.8,97.6,22.2,61.5,113.6,39.2,98.7,167.3,34.4,94.5,170.4,18.2,43.6,144.5,15.1,62.7,137.4,12.7,37.5,96.4,11.4,29.4,122.2,6.9,27.2,79.2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,1,14,1,1,15,3,3,13,4,2,5,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.5,0.5,0,0,3.4,0,0.7,12.4,0.1,1.1,19.9,0.5,6.1,23.2,0.9,7.5,15.1,1.5,0,23.3,0,0,15.8
