,5-11 active infected absolute,,,12-15 active infected absolute,,,16-19 active infected absolute,,,20-29 active infected absolute,,,30-39 active infected absolute,,,40-49 active infected absolute,,,50-59 active infected absolute,,,60-69 active infected absolute,,,70-79 active infected absolute,,,80-89 active infected absolute,,,90+ active infected absolute,,,5-11 active infected normalized,,,12-15 active infected normalized,,,16-19 active infected normalized,,,20-29 active infected normalized,,,30-39 active infected normalized,,,40-49 active infected normalized,,,50-59 active infected normalized,,,60-69 active infected normalized,,,70-79 active infected normalized,,,80-89 active infected normalized,,,90+ active infected normalized,,,5-11 serious condition absolute,,,12-15 serious condition absolute,,,16-19 serious condition absolute,,,20-29 serious condition absolute,,,30-39 serious condition absolute,,,40-49 serious condition absolute,,,50-59 serious condition absolute,,,60-69 serious condition absolute,,,70-79 serious condition absolute,,,80-89 serious condition absolute,,,90+ serious condition absolute,,,5-11 serious condition normalized,,,12-15 serious condition normalized,,,16-19 serious condition normalized,,,20-29 serious condition normalized,,,30-39 serious condition normalized,,,40-49 serious condition normalized,,,50-59 serious condition normalized,,,60-69 serious condition normalized,,,70-79 serious condition normalized,,,80-89 serious condition normalized,,,90+ serious condition normalized,,
Date,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated
2021-11-07T19:32:53.380Z,,,,51,0,400,36,63,163,80,152,369,131,182,367,121,131,305,53,48,167,51,41,106,47,22,69,36,10,43,5,4,9,,,,14.6,0,158.2,10.2,68.3,133.6,9.7,64.2,174.4,16.3,85.4,237.8,14.8,86.5,256.4,7.7,50.9,205.8,8.1,79.6,181,10.3,79.4,180.3,18.1,57.6,226.6,11.8,54.7,124.3,,,,0,0,0,0,0,0,0,1,4,0,0,11,1,2,29,1,2,32,6,3,31,8,1,16,3,0,8,0,0,5,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.1,0.1,1.3,24.4,0.1,2.1,39.4,1,5.8,52.9,1.8,3.6,41.8,1.5,0,42.2,0,0,69.1
2021-11-08T07:54:39.353Z,,,,54,0,400,37,66,162,83,158,369,136,186,372,127,137,314,61,54,175,52,41,108,49,21,68,37,11,45,5,4,9,,,,15.4,0,158.1,10.4,71.7,132.8,10,66.7,174.5,16.9,87.3,241,15.6,90.5,263.9,8.9,57.2,216.1,8.3,79.6,184.5,10.7,75.8,178.2,18.6,63.4,237.6,11.7,54.7,124.6,,,,0,0,0,0,0,0,0,1,4,0,0,11,1,2,28,1,2,31,6,3,31,7,1,17,3,0,8,0,0,4,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.1,0.1,1.3,23.5,0.1,2.1,38.3,1,5.8,53,1.5,3.6,44.5,1.5,0,42.2,0,0,55.4
2021-11-08T16:15:51.977Z,,,,54,0,386,33,63,158,83,158,361,140,179,373,130,134,304,60,55,174,53,41,101,48,21,68,36,11,43,4,3,8,,,,15.4,0,152.6,9.3,68.7,129.7,10,66.9,170.8,17.4,84.2,241.8,15.9,88.7,255.8,8.8,58.4,215,8.4,79.8,172.7,10.5,76,178.2,18.1,63.5,227.2,9.4,41.1,110.8,,,,0,0,0,0,0,0,0,1,4,0,0,12,1,0,27,1,2,32,5,3,31,8,1,16,3,0,8,0,0,4,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.8,0.1,0,22.7,0.1,2.1,39.5,0.8,5.8,53,1.8,3.6,41.9,1.5,0,42.3,0,0,55.4
2021-11-08T19:04:18.320Z,,,,54,0,385,33,63,157,82,158,359,140,179,372,131,134,305,60,56,173,54,40,102,48,21,68,36,11,43,4,3,8,,,,15.4,0,152.3,9.3,68.9,128.9,9.9,67.1,170.1,17.4,84.4,241.4,16,88.8,256.8,8.8,59.5,213.8,8.6,78,174.4,10.5,76.1,178.3,18.1,63.5,227.3,9.4,41.1,110.8,,,,0,0,0,0,0,0,0,1,4,0,0,12,1,0,27,1,2,32,5,3,31,8,1,16,3,0,8,0,0,4,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.8,0.1,0,22.7,0.1,2.1,39.6,0.8,5.8,53,1.8,3.6,41.9,1.5,0,42.3,0,0,55.4
2021-11-09T04:54:30.927Z,,,,53,0,389,35,62,159,84,160,367,141,186,368,137,138,304,59,57,171,57,40,103,52,20,67,35,11,43,4,3,7,,,,15.1,0,153.7,9.9,67.4,130.6,10.1,67.6,173.9,17.5,87.4,238.7,16.8,91.2,256,8.6,60.5,211.6,9,77.7,176.2,11.4,72.2,176.3,17.6,63.4,227.7,9.4,41,97.1,,,,0,0,0,0,0,0,0,1,4,0,0,11,1,0,27,1,2,31,5,3,30,8,1,14,2,0,8,0,0,4,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.1,0.1,0,22.7,0.1,2.1,38.4,0.8,5.8,51.3,1.8,3.6,36.8,1,0,42.4,0,0,55.5
2021-11-09T16:28:30.860Z,,,,53,0,398,35,63,162,87,162,371,141,192,374,136,144,309,60,57,172,58,43,102,55,19,66,36,11,43,4,3,7,,,,15.1,0,157.3,9.9,68.8,133.2,10.5,68.7,176,17.5,90.4,242.9,16.6,95.4,260.5,8.8,60.6,213.1,9.2,83.8,174.6,12,68.8,173.7,18.1,63.6,227.8,9.4,41.1,97.2,,,,0,0,0,0,0,0,0,1,4,0,0,11,1,0,25,1,2,33,4,3,31,6,1,12,3,0,8,0,0,4,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.1,0.1,0,21.1,0.1,2.1,40.9,0.6,5.8,53.1,1.3,3.6,31.6,1.5,0,42.4,0,0,55.5
2021-11-09T19:11:13.280Z,,,,53,0,398,35,63,162,87,162,371,141,192,374,136,144,309,60,57,172,58,43,102,55,19,66,36,11,43,4,3,7,,,,15.1,0,157.4,9.9,68.9,133.3,10.5,68.8,176.1,17.5,90.6,243.1,16.6,95.5,260.6,8.8,60.7,213.1,9.2,83.8,174.6,12,68.9,173.7,18.1,63.6,227.9,9.4,41.1,97.2,,,,0,0,0,0,0,0,0,1,4,0,0,11,1,0,25,1,2,33,4,3,31,6,1,12,3,0,8,0,0,4,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.1,0.1,0,21.1,0.1,2.1,40.9,0.6,5.8,53.1,1.3,3.6,31.6,1.5,0,42.4,0,0,55.5
2021-11-10T04:47:24.007Z,,,,56,0,421,36,64,162,89,174,376,141,201,379,139,148,308,63,55,174,60,40,98,54,17,60,31,11,39,3,3,6,,,,15.9,0,166.3,10.1,69.7,133.3,10.7,73.6,178.5,17.5,94.4,246.4,17,97.9,259.9,9.2,58.4,215.8,9.5,77.7,167.9,11.8,61.4,158.4,15.5,63.4,207,7,41,83.6,,,,0,0,0,0,0,0,0,2,5,0,0,11,1,0,25,1,2,31,4,3,32,6,0,10,2,0,8,0,0,3,,,,0,0,0,0,0,0,0,0.8,2.4,0,0,7.2,0.1,0,21.1,0.1,2.1,38.5,0.6,5.8,54.8,1.3,0,26.4,1,0,42.5,0,0,41.8
2021-11-10T10:39:27.877Z,,,,56,0,427,37,63,165,90,176,373,144,209,377,138,149,315,62,54,173,63,41,101,53,17,61,32,11,38,3,3,5,,,,15.9,0,168.7,10.4,68.7,135.8,10.9,74.5,177.1,17.9,98.3,245.1,16.9,98.6,265.8,9,57.4,214.6,10,79.7,173.1,11.6,61.5,161,16,63.5,201.7,7,41,69.7,,,,0,0,0,0,0,0,0,2,4,0,0,12,1,0,25,1,2,34,5,3,31,6,1,12,3,0,8,0,0,3,,,,0,0,0,0,0,0,0,0.8,1.9,0,0,7.8,0.1,0,21.1,0.1,2.1,42.2,0.8,5.8,53.1,1.3,3.6,31.7,1.5,0,42.5,0,0,41.8
2021-11-10T15:46:22.847Z,,,,56,0,410,37,62,157,91,169,366,143,206,365,139,146,310,59,52,169,62,40,98,54,16,60,32,11,40,3,2,5,,,,15.9,0,162,10.4,67.8,129.4,11,71.7,174,17.7,97,237.5,17,96.8,261.8,8.6,55.3,209.8,9.8,77.9,168,11.8,58,158.5,16,63.6,212.4,7,27.4,69.7,,,,0,0,0,0,0,0,0,1,4,0,0,11,1,0,24,1,2,32,5,3,29,6,1,10,2,0,9,0,0,3,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.2,0.1,0,20.3,0.1,2.1,39.7,0.8,5.8,49.7,1.3,3.6,26.4,1,0,47.8,0,0,41.8
2021-11-11T07:31:15.903Z,,,,54,0,405,30,57,146,92,169,363,143,202,368,133,151,312,56,51,162,65,39,94,49,13,57,31,11,40,3,2,4,,,,15.3,0,160,8.4,62.3,120.4,11.1,71.6,172.7,17.7,95,239.6,16.3,100,263.8,8.2,54.2,201.4,10.3,75.8,161.3,10.7,47,151,15.5,63.4,212.8,7,27.2,55.9,,,,0,0,0,0,0,0,0,1,4,0,0,11,1,0,23,1,2,34,4,4,29,6,0,11,2,0,8,0,0,2,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.2,0.1,0,19.4,0.1,2.1,42.3,0.6,7.8,49.8,1.3,0,29.1,1,0,42.6,0,0,28
2021-11-11T16:29:15.860Z,,,,48,0,385,29,54,136,84,158,346,135,190,356,126,140,296,57,47,160,61,38,88,48,13,56,30,12,39,3,2,4,,,,13.6,0,152.2,8.1,59.2,112.3,10.1,67.2,164.8,16.7,89.7,232.1,15.4,92.9,250.5,8.3,50.1,199,9.7,74.1,151.1,10.5,47.2,148.5,15,69.3,207.6,7,27.3,56,,,,0,0,0,0,0,0,0,1,4,0,0,11,1,0,23,1,2,35,4,4,29,6,0,11,2,0,9,0,0,2,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.2,0.1,0,19.5,0.1,2.1,43.5,0.6,7.8,49.8,1.3,0,29.2,1,0,47.9,0,0,28
2021-11-11T19:10:38.337Z,,,,48,0,381,28,54,134,84,156,347,136,192,358,127,140,296,57,46,158,61,38,89,48,13,56,30,12,39,3,2,4,,,,13.6,0,150.7,7.8,59.4,110.7,10.1,66.5,165.4,16.8,90.8,233.5,15.5,93.1,250.7,8.3,49.1,196.7,9.7,74.2,152.9,10.5,47.2,148.6,15,69.4,207.6,7,27.3,56,,,,0,0,0,0,0,0,0,1,4,0,0,11,1,0,23,1,2,35,4,4,29,6,0,11,2,0,9,0,0,2,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,7.2,0.1,0,19.5,0.1,2.1,43.6,0.6,7.8,49.8,1.3,0,29.2,1,0,47.9,0,0,28
2021-11-12T04:50:37.560Z,,,,50,0,382,24,54,134,82,155,342,139,192,351,126,139,295,58,42,158,62,39,90,51,12,56,30,12,37,2,2,4,,,,14.2,0,151,6.7,59.2,110.6,9.9,65.9,163.2,17.2,90.6,229,15.4,92.3,249.9,8.4,44.7,196.9,9.8,76,154.8,11.1,43.5,149,15,69.2,197.2,4.7,27.2,56.1,,,,0,0,0,0,0,0,0,1,4,0,0,10,1,0,23,1,2,30,4,3,29,6,0,10,1,0,7,0,0,2,,,,0,0,0,0,0,0,0,0.4,1.9,0,0,6.5,0.1,0,19.5,0.1,2.1,37.4,0.6,5.8,49.9,1.3,0,26.6,0.5,0,37.3,0,0,28.1
2021-11-12T12:20:11.847Z,,,,44,0,359,25,52,126,72,152,328,138,188,336,124,130,286,60,36,154,65,39,89,51,12,55,27,13,36,2,2,4,,,,12.5,0,141.9,7,57.1,104,8.7,64.6,156.5,17.1,88.7,219.2,15.1,86.3,242.3,8.7,38.4,191.9,10.3,76,153,11.1,43.5,146.4,13.5,75,191.9,4.7,27.2,56.1,,,,0,0,0,0,0,0,0,1,5,0,0,12,1,0,23,1,2,34,4,4,30,6,0,12,2,0,8,0,0,1,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,7.8,0.1,0,19.5,0.1,2.1,42.4,0.6,7.8,51.6,1.3,0,31.9,1,0,42.6,0,0,14
2021-11-13T14:29:18.713Z,,,,39,0,345,22,51,120,66,148,326,142,186,334,127,127,284,62,34,146,63,37,84,52,11,48,28,12,34,4,2,4,,,,11.1,0,136.3,6.2,56.1,99,7.9,62.9,155.7,17.6,87.9,218.2,15.5,84.4,240.8,9,36.3,182.1,10,72.1,144.5,11.4,39.8,128.2,14,69.2,181.4,9.4,27.2,56.4,,,,0,0,0,0,0,1,0,2,5,0,0,10,1,0,24,1,2,33,4,4,29,6,0,12,1,0,8,0,0,1,,,,0,0,0,0,0,0.8,0,0.9,2.4,0,0,6.5,0.1,0,20.4,0.1,2.1,41.2,0.6,7.8,49.9,1.3,0,32.1,0.5,0,42.7,0,0,14.1
2021-11-13T17:21:04.143Z,,,,39,0,345,22,51,120,66,148,328,141,186,335,127,127,285,63,34,145,63,37,84,52,11,47,28,12,34,4,2,4,,,,11.1,0,136.3,6.2,56.1,99.1,7.9,63,156.7,17.5,87.9,218.8,15.5,84.5,241.7,9.2,36.3,180.9,10,72.1,144.5,11.4,39.8,125.5,14,69.2,181.4,9.4,27.2,56.4,,,,0,0,0,0,0,1,0,2,5,0,0,11,1,0,24,1,2,35,4,4,29,6,0,12,2,0,8,2,0,1,,,,0,0,0,0,0,0.8,0,0.9,2.4,0,0,7.2,0.1,0,20.4,0.1,2.1,43.7,0.6,7.8,49.9,1.3,0,32.1,1,0,42.7,4.7,0,14.1
2021-11-13T20:23:11.440Z,,,,39,0,344,22,51,120,66,148,326,140,187,334,126,127,284,63,34,144,64,37,86,52,11,48,28,12,34,4,2,4,,,,11.1,0,135.9,6.2,56.1,99.1,7.9,63,155.7,17.3,88.4,218.2,15.4,84.5,240.8,9.2,36.3,179.7,10.2,72.1,148,11.4,39.8,128.2,14,69.2,181.4,9.4,27.2,56.4,,,,0,0,0,0,0,1,0,2,5,0,0,11,1,0,24,1,2,35,4,4,29,6,0,12,2,0,8,2,0,1,,,,0,0,0,0,0,0.8,0,0.9,2.4,0,0,7.2,0.1,0,20.4,0.1,2.1,43.7,0.6,7.8,49.9,1.3,0,32.1,1,0,42.7,4.7,0,14.1
2021-11-14T04:50:17.600Z,,,,38,0,350,21,50,116,64,148,324,141,188,334,129,130,283,63,38,145,66,38,85,51,11,50,28,12,32,4,2,4,,,,10.8,0,138.2,5.9,54.9,95.7,7.7,62.8,154.8,17.4,88.7,218.2,15.7,86.3,240,9.2,40.5,181.1,10.5,74,146.2,11.1,39.8,134,14,69.1,171,9.4,27.1,56.7,,,,0,0,0,0,0,1,0,2,5,0,0,10,1,0,24,1,2,32,4,4,29,7,0,11,1,0,8,0,0,1,,,,0,0,0,0,0,0.8,0,0.8,2.4,0,0,6.5,0.1,0,20.4,0.1,2.1,40,0.6,7.8,49.9,1.5,0,29.5,0.5,0,42.8,0,0,14.2
2021-11-14T19:35:17.410Z,,,,32,0,316,18,42,104,60,142,308,140,177,308,119,123,267,60,36,139,65,34,80,51,10,49,27,11,34,2,1,4,,,,9.1,0,124.9,5,46.4,85.9,7.2,60.6,147.5,17.3,83.9,201.6,14.5,82,226.8,8.7,38.5,173.8,10.3,66.4,137.7,11.1,36.3,131.4,13.5,63.5,181.9,4.7,13.6,56.7,,,,0,0,0,0,0,0,0,1,5,0,0,9,1,0,22,1,2,35,5,4,29,8,0,11,2,0,9,2,0,1,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,5.9,0.1,0,18.7,0.1,2.1,43.8,0.8,7.8,49.9,1.7,0,29.5,1,0,48.1,4.7,0,14.2
2021-11-15T04:54:07.547Z,,,,34,0,320,19,43,110,60,145,321,146,186,318,123,132,268,65,37,143,66,33,80,50,11,50,28,11,33,2,1,5,,,,9.6,0,126.4,5.3,47.6,90.8,7.2,61.9,153.8,18,88.1,208.2,15,88,227.7,9.5,39.6,179,10.5,64.5,137.8,10.9,39.9,134.4,14,63.5,177.1,4.7,13.6,71.1,,,,0,0,0,0,0,0,0,1,5,0,0,9,1,0,22,1,2,31,5,4,29,7,0,10,1,0,8,0,0,1,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,5.9,0.1,0,18.7,0.1,2.1,38.8,0.8,7.8,49.9,1.5,0,26.9,0.5,0,42.9,0,0,14.2
2021-11-15T17:56:30.450Z,,,,33,0,316,18,41,117,58,146,321,143,183,316,116,121,270,63,36,139,70,31,79,52,12,49,25,11,28,3,1,5,,,,9.4,0,124.8,5,45.4,96.6,6.9,62.3,153.8,17.6,86.7,206.9,14.1,80.7,229.4,9.2,38.5,174,11.1,60.6,136.1,11.3,43.6,131.7,12.5,63.6,150.3,7,13.6,71.1,,,,0,0,0,0,0,0,0,1,6,0,0,8,1,0,21,1,2,33,3,3,29,9,0,11,2,0,7,0,0,1,,,,0,0,0,0,0,0,0,0.4,2.9,0,0,5.2,0.1,0,17.8,0.1,2.1,41.3,0.5,5.9,49.9,2,0,29.6,1,0,37.6,0,0,14.2
2021-11-15T20:33:48.460Z,,,,33,0,316,18,41,117,58,146,321,143,183,316,116,121,270,63,36,139,70,31,79,52,12,49,25,11,28,3,1,5,,,,9.4,0,124.8,5,45.4,96.6,6.9,62.3,153.8,17.6,86.7,206.9,14.1,80.7,229.4,9.2,38.5,174,11.1,60.6,136.1,11.3,43.6,131.7,12.5,63.6,150.3,7,13.6,71.1,,,,0,0,0,0,0,0,0,1,6,0,0,8,1,0,21,1,2,33,3,3,29,9,0,11,2,0,7,0,0,1,,,,0,0,0,0,0,0,0,0.4,2.9,0,0,5.2,0.1,0,17.8,0.1,2.1,41.3,0.5,5.9,49.9,2,0,29.6,1,0,37.6,0,0,14.2
2021-11-16T05:10:37.053Z,,,,35,0,315,19,44,116,52,145,327,139,188,322,117,127,274,66,39,142,70,31,81,50,14,48,24,10,26,3,1,4,,,,9.9,0,124.3,5.3,48.8,96,6.2,61.9,156.9,17.1,89.1,211,14.3,84.7,233,9.6,41.7,178.1,11.1,60.5,139.7,10.9,50.8,129.4,12,57.7,140,7,13.6,57.1,,,,0,0,0,0,0,0,0,1,5,0,0,7,1,0,20,1,2,30,3,2,28,8,0,9,1,0,6,0,0,1,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,4.6,0.1,0,17,0.1,2.1,37.6,0.5,3.9,48.3,1.7,0,24.3,0.5,0,32.3,0,0,14.3
2021-11-16T15:41:16.437Z,,,,29,0,281,18,37,105,46,124,294,124,175,289,106,114,249,61,33,134,65,28,79,50,10,47,21,10,27,3,1,4,,,,8.2,0,111,5,41.1,86.9,5.5,53,141.1,15.3,83.1,189.6,12.9,76.2,211.9,8.9,35.4,168.2,10.3,54.8,136.3,10.9,36.4,126.8,10.5,57.8,145.4,7,13.6,57.1,,,,0,0,0,0,0,0,0,1,6,0,0,8,1,0,20,1,2,30,4,2,28,8,0,11,3,0,7,0,0,1,,,,0,0,0,0,0,0,0,0.4,2.9,0,0,5.2,0.1,0,17,0.1,2.1,37.7,0.6,3.9,48.3,1.7,0,29.7,1.5,0,37.7,0,0,14.3
2021-11-16T20:33:12.933Z,,,,29,0,276,18,37,108,45,122,293,127,176,289,104,112,245,60,33,134,66,28,79,51,10,48,21,9,27,3,1,4,,,,8.2,0,109,5,41.2,89.5,5.4,52.2,140.7,15.7,83.6,189.6,12.7,74.9,208.5,8.7,35.4,168.2,10.5,54.8,136.3,11.1,36.4,129.5,10.5,52.1,145.4,7,13.6,57.1,,,,0,0,0,0,0,0,0,1,6,0,0,8,1,0,20,1,2,30,4,2,28,8,0,11,3,0,7,0,0,1,,,,0,0,0,0,0,0,0,0.4,2.9,0,0,5.2,0.1,0,17,0.1,2.1,37.7,0.6,3.9,48.3,1.7,0,29.7,1.5,0,37.7,0,0,14.3
2021-11-17T04:44:23.820Z,,,,27,0,283,20,41,113,51,130,297,123,178,288,109,117,256,60,35,134,68,30,82,53,9,48,20,9,29,3,1,3,,,,7.6,0,111.7,5.6,45.6,93.7,6.1,55.5,142.7,15.2,84.4,189,13.3,78.2,218,8.7,37.5,168.5,10.8,58.6,141.6,11.6,32.7,129.9,10,52,156.6,7,13.6,42.9,,,,0,0,0,0,0,0,0,1,5,0,0,7,1,0,20,1,2,28,4,2,29,7,0,12,2,0,8,0,0,0,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,4.6,0.1,0,17,0.1,2.1,35.2,0.6,3.9,50.1,1.5,0,32.5,1,0,43.2,0,0,0
2021-11-17T16:22:00.873Z,,,,27,0,280,23,35,111,52,123,293,115,172,290,112,109,245,56,37,135,66,30,78,56,8,44,19,8,27,3,1,4,,,,7.6,0,110.5,6.4,39,92.1,6.2,52.7,140.9,14.2,81.7,190.5,13.6,73,208.8,8.1,39.7,169.9,10.5,58.8,134.7,12.2,29.1,119.2,9.5,46.3,145.9,7,13.6,57.3,,,,0,0,0,0,0,0,0,1,5,0,0,8,1,0,20,1,2,29,4,2,29,9,0,13,3,0,7,0,0,0,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,5.3,0.1,0,17,0.1,2.1,36.5,0.6,3.9,50.1,2,0,35.2,1.5,0,37.8,0,0,0
2021-11-17T20:34:20.470Z,,,,27,0,283,23,36,111,52,123,298,120,172,291,113,110,244,56,37,136,65,30,78,56,8,45,19,8,27,3,1,4,,,,7.6,0,111.8,6.4,40.2,92.2,6.2,52.8,143.4,14.8,81.9,191.3,13.8,73.7,208,8.1,39.7,171.3,10.3,58.8,134.8,12.2,29.1,122,9.5,46.3,145.9,7,13.6,57.3,,,,0,0,0,0,0,0,0,1,5,0,0,8,1,0,20,1,2,29,4,2,29,9,0,13,3,0,7,0,0,0,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,5.3,0.1,0,17.1,0.1,2.1,36.5,0.6,3.9,50.1,2,0,35.2,1.5,0,37.8,0,0,0
2021-11-18T04:44:06.190Z,,,,26,0,290,25,35,113,53,128,302,123,178,294,119,109,246,57,41,137,65,32,77,54,8,44,19,7,27,4,1,4,,,,7.4,0,114.5,6.9,39,93.8,6.3,54.7,145.4,15.1,84.4,193.3,14.5,72.9,209.8,8.3,43.9,172.7,10.3,62.6,133.1,11.8,29.1,119.6,9.5,40.4,146.2,9.3,13.6,57.5,,,,0,0,0,0,0,0,0,1,5,0,0,7,1,0,19,1,2,27,4,2,28,9,0,12,1,0,7,0,0,0,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,4.6,0.1,0,16.2,0.1,2.1,34,0.6,3.9,48.4,2,0,32.6,0.5,0,37.9,0,0,0
2021-11-18T16:23:05.903Z,,,,26,0,287,25,36,114,53,121,296,122,163,286,117,100,239,56,39,138,62,32,74,50,9,46,19,7,26,4,1,4,,,,7.4,0,113.3,6.9,40.2,94.7,6.3,51.9,142.7,15,77.5,188.3,14.2,67,204,8.1,41.9,174.1,9.8,62.8,128,10.9,32.8,125.1,9.5,40.5,140.9,9.3,13.6,57.5,,,,0,0,0,0,0,0,0,1,5,0,0,8,1,0,19,1,2,27,3,2,27,9,0,12,2,0,6,0,0,0,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,5.3,0.1,0,16.2,0.1,2.1,34.1,0.5,3.9,46.7,2,0,32.6,1,0,32.5,0,0,0
2021-11-18T19:17:39.057Z,,,,27,0,286,25,35,113,53,123,293,121,165,285,117,100,239,56,39,138,60,31,75,50,9,46,18,7,26,4,1,4,,,,7.6,0,113,6.9,39.2,93.9,6.3,52.9,141.3,14.9,78.7,187.7,14.2,67.2,204.1,8.1,41.9,174.1,9.5,60.9,129.8,10.9,32.8,125.2,9,40.5,140.9,9.3,13.6,57.5,,,,0,0,0,0,0,0,0,1,5,0,0,8,1,0,19,1,2,27,3,2,27,9,0,12,2,0,6,0,0,0,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,5.3,0.1,0,16.2,0.1,2.2,34.1,0.5,3.9,46.7,2,0,32.6,1,0,32.5,0,0,0
2021-11-19T04:52:36.507Z,,,,30,0,299,24,35,117,55,118,296,128,163,287,124,107,242,57,42,141,60,32,78,53,11,45,19,7,27,4,1,4,,,,8.5,0,118,6.7,39.1,97.1,6.6,50.6,142.8,15.7,77.5,189.1,15.1,71.7,206.6,8.3,45.1,178.1,9.5,62.8,135,11.5,40,122.8,9.5,40.4,146.7,9.3,13.6,57.7,,,,0,0,0,0,0,0,0,1,5,0,0,7,1,0,19,1,2,24,3,2,25,9,0,11,1,0,6,0,0,0,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,4.6,0.1,0,16.2,0.1,2.1,30.3,0.5,3.9,43.3,2,0,30,0.5,0,32.6,0,0,0
2021-11-19T12:32:57.390Z,,,,32,0,290,23,34,121,52,120,296,129,164,291,123,109,241,56,44,142,59,31,76,53,11,45,19,7,26,4,1,4,,,,9.1,0,114.5,6.4,38.1,100.5,6.2,51.5,142.9,15.9,78.1,191.8,15,73.2,205.8,8.1,47.3,179.4,9.3,60.8,131.5,11.5,40.1,122.8,9.5,40.4,141.3,9.3,13.6,57.7,,,,0,0,0,0,0,0,0,1,5,0,0,8,1,0,19,1,2,25,3,2,26,9,0,12,2,0,6,0,0,0,,,,0,0,0,0,0,0,0,0.4,2.4,0,0,5.3,0.1,0,16.2,0.1,2.1,31.6,0.5,3.9,45,2,0,32.8,1,0,32.6,0,0,0
2021-11-20T15:28:31.677Z,,,,37,0,305,23,36,120,55,125,299,129,163,294,130,105,240,60,43,141,59,33,82,51,12,44,18,7,26,5,1,4,,,,10.5,0,120.4,6.4,40.3,99.6,6.6,53.6,144.5,15.9,77.6,193.9,15.8,70.5,205.1,8.7,46.2,178.4,9.3,64.7,142,11.1,43.6,120.5,9,40.4,141.7,11.7,13.5,57.8,,,,0,0,0,0,0,0,0,2,6,0,0,7,1,0,19,1,2,26,3,2,26,7,0,13,3,0,5,0,0,1,,,,0,0,0,0,0,0,0,0.9,2.9,0,0,4.6,0.1,0,16.2,0.1,2.1,32.9,0.5,3.9,45,1.5,0,35.6,1.5,0,27.2,0,0,14.5
