Date,Hospitalized,Hospitalized without release,Easy,Medium,Hard,Critical,Ventilated,ECMO,New deaths,Serious (cumu),Ventilated (cumu),Dead (cumu),New hosptialized,New serious,New medium,New easy,In hotels,At home,Active isolations,New contact isolations,New abroad isolations,New other isolations,Positive results,Total infected,New infected,New receovered,Total tests,Tests for idenitifaction,People tested,Tests for Magen,Official antigen tests,Vaccinated reinfected,Unvaccinated reinfected,Reinfected cumulative percentage,Official R,Epidemiological Event
2020-03-02,10,10,10,0,0,0,0,None,0,0,0,0,3,0,0,3,None,None,18904,1,3230,0,5,21,5,0,171,170,170,0,0,0,0,0,2.25,
2020-03-03,11,10,10,0,0,0,0,None,0,0,0,0,0,0,0,1,None,None,20900,327,2195,0,3,24,3,0,235,227,226,0,0,0,0,0,2.39,
2020-03-04,12,11,12,0,0,0,0,None,0,0,0,0,3,0,0,3,None,None,22795,895,1723,0,0,24,0,0,129,128,127,0,0,0,0,0,2.44,
2020-03-05,13,13,12,0,1,0,0,0,0,1,0,0,2,1,0,1,None,None,24578,387,1904,2,15,33,9,0,173,165,163,0,0,0,0,0,2.36,
2020-03-06,16,16,14,0,2,0,1,0,0,2,1,0,3,1,0,3,None,None,25856,230,1881,3,5,37,4,0,274,274,273,0,0,0,0,0,2.63,
2020-03-07,19,19,16,0,3,0,2,0,0,3,2,0,3,1,0,2,None,None,26494,122,1984,0,4,41,4,0,336,324,322,0,0,0,0,0,2.18,
2020-03-08,27,27,21,0,5,0,4,None,0,5,4,0,8,2,0,5,None,None,26475,409,2043,2,11,50,9,0,421,417,407,0,0,0,0,0,2.28,
2020-03-09,43,43,35,0,5,0,4,0,0,5,4,0,16,0,0,14,None,None,28090,700,2777,0,6,54,4,0,518,515,509,0,0,0,0,0,2.31,
2020-03-10,63,63,55,0,6,0,5,0,0,6,5,0,19,1,0,21,None,None,32570,2203,4407,0,37,87,33,0,520,495,487,1,0,0,0,0,2.27,
2020-03-11,87,86,76,1,7,0,6,0,0,7,6,0,25,1,1,21,None,None,36775,2148,4473,0,20,105,18,0,400,375,369,0,0,0,0,0,2.35,
2020-03-12,110,107,99,1,7,0,6,0,0,7,6,0,23,0,0,24,None,None,41828,2367,4584,0,24,128,23,0,607,595,587,0,0,0,0,0,2.38,
2020-03-13,129,128,114,5,7,0,6,0,0,7,6,0,23,0,4,19,None,None,44627,1559,3641,0,36,163,35,1,694,689,685,0,0,0,0,0,2.31,
2020-03-14,169,167,155,5,6,0,4,0,0,8,6,0,40,1,0,42,None,None,45314,1572,2395,0,32,192,29,0,614,611,603,0,0,0,0,0,2.24,סגר ראשון 
2020-03-15,208,206,189,7,9,0,6,0,0,11,8,0,41,3,3,36,None,None,49391,5418,4027,0,46,232,40,0,1183,1125,997,0,0,0,0,0,2.12,
2020-03-16,230,222,207,6,11,0,7,0,0,13,9,0,24,2,0,22,None,None,53707,3130,4239,0,79,305,73,0,1342,1318,1240,0,0,0,0,0,2.08,
2020-03-17,272,269,243,7,12,0,7,0,0,14,9,0,48,1,1,46,None,None,59436,5707,3899,0,97,399,94,2,1643,1563,1471,1,0,0,0,0,1.96,
2020-03-18,323,284,287,12,16,0,7,0,0,18,9,0,53,4,5,46,None,None,63816,6384,2838,0,128,524,125,2,2105,1990,1931,0,0,0,0,0,1.85,
2020-03-19,313,277,270,12,21,0,12,0,0,23,14,0,30,5,1,24,None,None,67978,3792,3659,0,142,659,135,4,2072,1979,1878,0,0,0,0,0,1.74,
2020-03-20,307,263,258,15,23,0,12,0,1,26,14,1,30,3,3,24,None,None,72864,4594,4379,0,185,827,168,1,2317,2231,2202,0,0,0,0,0,1.6,
2020-03-21,298,290,238,22,27,0,15,0,0,30,17,1,34,4,7,24,None,None,68809,2829,1371,0,218,1036,209,0,2108,2066,2028,0,0,0,0,0,1.52,
2020-03-22,344,323,265,33,38,0,22,0,0,41,24,1,54,11,12,33,None,None,66682,3773,3097,0,264,1288,252,5,3226,3096,3030,1,0,0,0,0,1.46,
2020-03-23,380,341,285,37,44,0,24,0,0,48,28,1,58,7,6,48,None,None,58652,2756,2345,0,358,1637,349,5,3521,3396,3296,1,0,0,0,0,1.38,
2020-03-24,424,363,314,49,48,0,26,0,3,55,30,4,81,7,12,68,None,None,55333,3145,2625,0,432,2055,418,5,4665,4517,4429,0,0,0,0,0,1.34,
2020-03-25,443,420,325,54,52,0,28,0,1,60,33,5,81,5,7,70,None,None,48565,2841,1516,0,431,2478,423,6,5923,5776,5671,0,0,0,0,0,1.25,
2020-03-26,501,440,364,67,56,0,31,0,5,69,39,10,81,10,16,67,None,None,48496,2220,2824,0,527,2997,519,9,6440,6221,6123,1,0,0,0,0,1.2,
2020-03-27,546,491,398,71,66,0,37,0,2,82,46,12,110,13,10,92,None,None,46406,1565,1952,0,440,3428,431,18,5739,5573,5365,1,0,0,0,0,1.13,
2020-03-28,542,506,378,83,70,0,41,0,1,87,51,13,52,5,15,36,None,None,40959,871,547,0,489,3904,476,9,5738,5534,5425,1,0,0,0,0,0.99,
2020-03-29,575,537,392,89,80,0,50,0,3,101,62,16,69,14,18,54,None,None,37525,1784,785,0,540,4433,529,14,7552,7217,7103,2,0,0,0,0,0.89,
2020-03-30,657,597,441,106,90,0,55,0,1,113,70,17,122,13,30,100,None,None,33941,1866,276,0,560,4982,549,33,7101,6824,6616,0,0,0,0,0,0.8,
2020-03-31,705,651,470,117,99,0,64,0,4,128,81,21,109,15,36,97,None,None,31174,2287,378,0,750,5719,737,43,7977,7525,7288,0,0,0,0,0,0.77,
2020-04-01,800,741,522,143,111,0,73,0,8,148,95,29,148,21,47,117,None,None,27283,2654,113,0,705,6412,693,32,9006,8576,8398,7,0,0,0,0,0.78,
2020-04-02,854,740,563,145,113,0,79,0,9,160,106,38,115,12,29,111,None,None,25744,1372,261,0,744,7136,724,77,10232,9475,9327,3,0,0,0,0,0.82,
2020-04-03,837,737,529,159,131,1,93,1,5,182,126,43,98,24,45,91,None,None,23824,1243,403,0,609,7736,600,54,10329,9781,9623,2,0,0,0,0,0.86,
2020-04-04,810,759,483,170,140,1,107,1,6,197,143,49,71,17,23,56,None,None,20780,841,127,0,440,8163,427,52,6354,5987,5906,1,0,0,0,0,0.89,
2020-04-05,856,747,501,193,135,1,107,1,7,203,150,56,99,6,35,85,None,None,18527,1839,180,13,600,8747,584,100,9391,8775,8645,0,0,0,0,0,0.9,
2020-04-06,840,699,455,208,147,1,110,1,8,223,164,64,93,21,66,101,None,None,16509,1132,326,0,458,9196,449,118,7495,6766,6677,0,0,0,1,0.14,0.9,
2020-04-07,768,662,388,204,160,2,106,1,8,241,171,72,73,18,39,70,None,None,13638,752,208,0,381,9572,376,120,6959,6169,6108,0,0,0,0,0.12,0.9,
2020-04-08,720,623,338,196,166,1,115,1,8,258,178,80,58,22,34,70,None,None,10109,557,257,0,345,9912,340,105,5878,4951,4851,156,0,0,0,0.11,0.9,
2020-04-09,687,641,319,189,166,1,117,1,9,274,185,89,64,19,35,69,None,None,8220,27,34,0,351,10252,340,110,5746,5001,4945,263,0,0,0,0.1,0.83,
2020-04-10,696,612,337,173,170,1,128,1,8,284,196,97,55,13,23,68,None,None,8628,1262,25,0,364,10607,355,123,7346,6325,6207,505,0,0,0,0.09,0.81,
2020-04-11,652,608,290,163,182,1,130,1,6,308,205,103,40,26,42,59,None,None,7138,451,91,0,360,10949,342,119,6702,5763,5644,945,0,0,0,0.08,0.8,
2020-04-12,697,635,326,175,177,1,130,1,6,326,212,109,90,21,60,100,None,None,6783,1081,33,0,571,11500,551,258,10598,8524,8335,1253,0,0,0,0.07,0.8,
2020-04-13,724,641,343,169,192,1,137,1,9,352,224,118,91,34,47,100,None,None,6409,753,22,0,448,11937,437,277,10943,9176,8468,972,0,0,0,0.06,0.83,
2020-04-14,712,650,342,173,178,1,134,1,8,359,228,126,70,8,38,83,None,None,6051,610,57,0,410,12330,393,285,12675,10958,10674,1103,0,0,0,0.05,0.84,
2020-04-15,722,678,346,175,179,1,133,1,13,380,241,139,69,26,42,75,None,None,5381,587,25,0,318,12635,305,275,9449,7793,7617,159,0,0,0,0.04,0.81,
2020-04-16,729,651,366,163,182,1,137,1,7,393,251,146,51,19,37,72,None,None,5747,1008,18,0,303,12931,296,328,12787,11209,11028,183,0,0,0,0.04,0.74,
2020-04-17,699,627,347,163,165,1,124,1,9,401,254,155,48,13,33,59,None,None,5935,596,51,0,307,13228,297,355,11593,9965,9827,305,0,0,0,0.03,0.7,
2020-04-18,673,627,332,141,174,1,118,1,11,417,260,166,41,28,29,57,None,None,5429,459,82,0,294,13516,288,249,10605,8955,8827,1300,0,0,0,0.03,0.69,
2020-04-19,661,587,328,148,157,1,118,2,8,425,267,174,40,8,32,48,None,None,5166,877,25,0,291,13790,274,379,11479,9994,9830,1575,0,0,0,0.03,0.64,פתיחת משק חלקית לאחר סגר ראשון
2020-04-20,635,557,321,135,154,2,123,3,6,430,276,180,49,11,31,66,None,None,4548,764,73,0,312,14087,297,447,15364,13287,13095,3021,0,0,0,0.02,0.63,
2020-04-21,583,522,265,146,145,3,119,4,10,436,279,190,27,8,36,35,None,None,4495,572,121,0,287,14366,279,371,13604,11624,11395,3057,0,0,0,0.02,0.61,
2020-04-22,555,501,262,122,149,3,110,5,3,444,279,193,36,10,14,46,None,None,4599,523,23,0,226,14592,226,390,13293,11768,11432,2633,0,0,0,0.02,0.59,
2020-04-23,532,459,251,106,146,3,115,5,4,449,283,197,32,11,21,51,None,None,4392,447,87,0,281,14866,274,326,14178,12251,11748,2221,0,0,0,0.02,0.57,
2020-04-24,486,452,219,109,144,3,110,5,3,456,287,200,26,9,24,35,None,None,4680,612,122,0,252,15116,250,336,12627,10479,10305,2497,0,0,0,0.02,0.56,
2020-04-25,459,436,204,105,136,3,107,5,3,459,288,203,8,7,18,21,None,None,4354,393,16,0,164,15275,159,374,9077,7357,7183,145,0,0,0,0.02,0.5,
2020-04-26,467,415,208,91,142,3,111,4,2,466,292,205,32,10,10,40,None,None,4082,500,62,0,93,15357,82,429,8462,7341,7173,280,0,0,0,0.02,0.55,
2020-04-27,436,387,197,89,132,3,101,4,4,468,293,209,21,3,20,27,None,None,3972,481,51,0,133,15484,127,466,11545,9418,9263,10,0,0,0,0.01,0.54,
2020-04-28,414,372,186,85,127,3,100,5,5,472,296,214,28,6,17,35,None,None,4148,289,310,0,167,15645,161,563,10630,8806,8654,3,0,0,0,0.01,0.5,
2020-04-29,394,374,178,86,122,3,96,5,6,477,296,220,22,6,17,25,None,None,3799,186,33,0,83,15727,82,349,8996,7392,7101,5,0,0,0,0.01,0.49,
2020-04-30,393,348,182,87,112,3,90,5,6,480,296,226,19,5,28,35,None,None,3730,394,169,0,158,15870,143,426,9914,8580,8419,9,0,0,2,0.04,0.54,
2020-05-01,368,330,159,81,109,3,89,5,4,484,299,230,20,5,16,28,None,None,3726,208,171,0,117,15986,116,421,11052,9220,9046,443,0,0,0,0.03,0.58,
2020-05-02,344,334,163,67,111,3,90,5,3,486,300,233,14,7,10,29,None,None,3443,220,43,0,57,16043,57,275,5568,4760,4670,300,0,0,0,0.03,0.61,
2020-05-03,346,305,158,71,101,3,84,5,3,486,300,236,14,2,21,22,None,None,3424,383,165,0,27,16069,26,284,8028,7398,7155,1184,0,0,0,0.03,0.63,
2020-05-04,323,282,144,71,97,2,78,4,3,487,300,239,18,2,12,24,None,None,3352,290,90,0,55,16124,55,257,9255,7952,7821,1048,0,0,0,0.03,0.6,
2020-05-05,291,261,123,61,91,2,72,4,2,487,300,241,9,0,8,19,None,None,3237,210,176,0,33,16157,33,315,8955,7685,7478,782,0,0,0,0.03,0.58,
2020-05-06,276,252,122,61,88,2,70,4,1,488,300,242,15,3,9,20,None,None,2767,64,98,0,66,16222,65,259,9464,8543,8356,1922,0,0,0,0.03,0.56,
2020-05-07,266,248,115,60,84,2,70,4,1,489,302,243,13,3,10,15,None,None,2818,302,109,0,62,16283,61,224,10119,9130,8925,967,0,0,0,0.03,0.57,
2020-05-08,260,244,116,53,78,2,64,4,6,491,303,249,13,3,7,21,None,None,2856,115,98,0,33,16316,33,222,8157,7187,7078,374,0,0,0,0.03,0.62,
2020-05-09,254,248,123,50,78,2,64,4,3,492,304,252,10,5,8,15,None,None,2580,46,34,0,20,16336,20,90,3869,3509,3442,165,0,0,0,0.03,0.68,
2020-05-10,261,232,124,51,74,2,66,4,4,495,308,256,14,4,10,17,None,None,2617,180,276,0,29,16365,29,168,4943,4410,4244,274,0,0,0,0.03,0.64,
2020-05-11,240,217,110,54,69,2,60,4,5,498,309,261,9,3,9,6,None,None,2547,147,166,0,39,16404,39,327,9215,7826,7589,1623,0,0,0,0.03,0.69,
2020-05-12,228,208,105,52,66,2,56,4,3,500,310,264,10,3,5,11,None,None,2629,120,187,0,23,16427,23,257,7529,6674,6565,1146,0,0,0,0.03,0.77,
2020-05-13,216,206,98,48,61,2,53,4,3,502,312,267,10,2,8,16,None,None,2588,199,254,0,37,16466,39,176,8272,7525,7374,2871,0,0,0,0.03,0.79,
2020-05-14,211,194,98,43,61,2,52,4,3,503,313,270,6,2,8,13,None,None,2971,112,453,0,22,16488,22,238,8411,7675,7580,3158,0,0,0,0.03,0.81,
2020-05-15,195,190,89,43,61,2,52,4,0,503,313,270,1,0,1,0,None,None,3178,131,212,0,12,16500,12,159,5694,5073,5008,1798,0,0,0,0.03,0.84,
2020-05-16,194,189,87,40,60,1,51,3,3,503,313,273,4,0,0,3,None,None,3105,90,136,0,5,16505,5,99,1501,1343,1294,214,0,0,0,0.03,1.1,
2020-05-17,198,178,97,38,55,1,45,2,4,505,314,277,10,3,11,20,None,None,3462,172,401,0,15,16520,15,147,4630,4218,4095,1126,1,0,0,0.02,1.26,
2020-05-18,181,165,82,42,52,1,43,2,3,506,315,280,3,1,8,6,None,None,3676,278,186,0,28,16547,27,272,7690,6797,6704,1400,0,0,0,0.02,1.53,
2020-05-19,172,164,76,43,51,1,40,2,2,508,315,282,7,3,9,8,None,None,4009,152,409,0,22,16569,22,149,7135,6497,6419,1713,0,0,0,0.02,1.83,
2020-05-20,169,151,77,40,46,1,41,2,1,508,315,283,4,1,6,7,None,None,4231,194,328,0,15,16584,15,109,5969,5621,5538,904,0,0,0,0.02,1.88,
2020-05-21,158,145,77,31,47,1,37,2,0,508,315,283,8,2,3,14,None,None,4759,162,571,0,22,16602,18,121,6164,5602,5512,755,0,0,0,0.02,2.02,
2020-05-22,151,146,69,32,46,1,37,2,0,508,315,283,5,0,2,3,None,None,5099,45,393,0,20,16621,19,160,4995,4615,4523,1377,0,0,0,0.02,2.07,
2020-05-23,148,147,68,33,46,1,37,2,0,508,315,283,3,0,2,1,None,None,4787,13,218,0,5,16626,5,42,718,670,609,0,0,0,0,0.02,1.93,
2020-05-24,147,130,66,36,43,1,34,2,1,508,315,284,0,1,6,2,None,None,4875,92,438,0,13,16639,13,114,3808,3439,3299,248,0,0,0,0.02,1.85,
2020-05-25,138,128,63,32,41,1,29,2,2,509,315,286,8,2,4,9,None,None,4903,78,357,0,23,16661,22,132,5333,4850,4773,512,0,0,0,0.02,1.69,
2020-05-26,131,123,55,37,36,1,32,1,0,509,315,286,3,1,8,6,None,None,4975,248,290,0,53,16711,50,89,6814,6509,6418,1844,0,0,0,0.02,1.45,
2020-05-27,129,121,50,37,40,2,36,1,2,510,316,288,6,5,3,4,None,None,5000,239,356,0,41,16751,40,59,6727,6440,6310,2039,0,0,0,0.02,1.48,פתיחת משק מלאה לאחר סגר ראשון
2020-05-28,128,120,54,37,36,1,34,1,1,510,316,289,7,0,3,8,None,None,5429,378,381,0,77,16828,77,112,5353,5031,4931,1157,0,0,0,0.02,1.43,
2020-05-29,125,125,49,36,39,1,37,1,0,511,317,289,5,4,2,4,None,None,5837,476,149,0,113,16941,113,39,1863,1803,1691,1,0,0,0,0.02,1.42,
2020-05-30,130,129,52,43,35,1,33,1,0,511,317,289,5,0,8,7,None,None,6139,524,187,0,29,16970,29,40,1059,1041,968,0,0,0,0,0.02,1.36,
2020-05-31,134,125,51,47,35,1,31,1,0,512,317,289,5,3,8,7,None,None,7580,1369,437,0,88,17057,87,60,5640,5499,5382,392,0,0,0,0.02,1.44,
2020-06-01,138,116,55,45,32,1,29,1,3,512,317,292,12,1,4,14,None,None,8370,1109,344,0,104,17157,100,67,8155,7907,7754,1303,0,0,0,0.02,1.38,
2020-06-02,129,120,53,44,29,1,29,1,2,513,318,294,13,2,5,13,None,None,9502,1237,456,0,126,17279,122,53,11752,11573,11445,1902,0,0,0,0.02,1.35,
2020-06-03,127,122,55,42,28,1,25,1,1,513,318,295,8,1,6,12,None,None,9953,1057,425,0,100,17375,96,27,13209,13043,12914,1938,0,0,0,0.02,1.36,
2020-06-04,134,120,65,37,30,1,23,1,0,516,318,295,11,4,4,15,None,None,11953,1754,901,0,141,17517,142,42,14894,14723,14453,787,0,0,0,0.02,1.28,
2020-06-05,127,116,56,41,29,1,23,1,1,516,318,296,8,0,7,8,None,None,13370,1157,620,0,129,17644,127,37,16474,16351,16181,1096,0,0,0,0.02,1.22,
2020-06-06,125,119,50,42,29,1,21,1,4,519,318,300,9,5,8,8,None,None,13248,483,421,0,79,17722,78,24,11537,11442,11359,221,0,0,0,0.02,1.26,
2020-06-07,131,125,58,42,29,1,23,1,2,523,319,302,12,5,8,11,None,None,13949,1304,607,0,142,17862,140,42,15098,14892,14720,605,0,0,0,0.02,1.2,
2020-06-08,142,126,64,46,30,1,23,1,0,525,319,302,16,2,5,14,None,None,14190,1162,688,0,182,18041,179,39,14641,14485,14256,777,0,0,0,0.02,1.23,
2020-06-09,137,123,63,42,31,1,24,1,1,528,321,303,10,3,4,11,None,None,13192,1314,744,0,175,18215,174,46,15052,14855,14564,1542,0,0,0,0.02,1.26,
2020-06-10,146,129,69,45,32,1,24,1,1,530,322,304,25,2,6,20,None,None,13190,675,452,0,240,18456,241,51,18484,18166,18017,1493,0,0,0,0.02,1.23,
2020-06-11,142,131,68,38,35,1,24,1,0,534,322,304,13,6,5,16,None,None,14714,1396,778,0,193,18649,193,55,15806,15561,15430,1146,0,0,0,0.02,1.22,
2020-06-12,144,132,66,43,35,1,25,1,0,537,323,304,13,3,9,10,None,None,16130,974,964,0,185,18833,184,53,13132,12880,12755,1113,0,0,0,0.02,1.26,
2020-06-13,142,138,61,45,35,1,26,1,1,537,324,305,11,2,9,11,None,None,15803,926,469,0,150,18982,149,41,6987,6847,6741,601,0,0,0,0.02,1.27,
2020-06-14,153,139,72,48,31,1,23,1,2,538,324,307,15,1,13,20,None,None,16180,1782,630,0,140,19119,137,50,8839,8635,8401,1179,0,0,1,0.03,1.32,
2020-06-15,163,141,79,47,36,1,25,1,0,545,327,307,23,7,10,21,None,None,16090,1146,767,0,202,19319,200,88,14436,14109,13814,1823,0,0,0,0.03,1.34,
2020-06-16,160,141,77,44,38,1,26,1,1,548,330,308,21,4,8,23,None,None,16449,1357,567,0,300,19616,297,51,16229,15914,15710,2236,0,0,0,0.03,1.33,
2020-06-17,165,156,80,49,36,1,29,1,0,550,333,308,23,3,14,20,None,None,15202,1376,428,0,273,19884,268,48,16024,15639,15508,1923,0,0,0,0.03,1.38,
2020-06-18,193,167,110,43,40,1,28,1,0,555,336,308,37,6,10,42,None,None,16211,1554,580,0,303,20187,303,50,17388,16942,16809,2977,0,0,0,0.03,1.41,
2020-06-19,200,189,111,47,39,1,29,1,1,559,337,309,29,6,15,30,None,None,17435,1607,761,0,310,20498,311,57,12787,12450,12358,1372,0,0,1,0.03,1.46,
2020-06-20,221,216,129,50,41,1,28,1,1,563,337,310,32,4,9,30,None,None,17198,1316,294,0,161,20658,160,37,6010,5780,5723,318,0,0,0,0.03,1.44,
2020-06-21,253,219,149,59,45,0,29,0,0,569,338,310,38,9,23,34,None,None,17909,2276,430,0,174,20832,174,49,9152,8915,8796,1169,0,0,0,0.03,1.46,
2020-06-22,241,206,139,56,44,0,29,0,1,571,339,311,23,5,15,29,None,None,18507,2196,580,0,347,21176,344,60,14009,13464,13349,997,0,0,0,0.03,1.49,
2020-06-23,228,201,132,52,40,0,26,1,2,573,340,313,21,4,9,26,None,None,19578,2662,313,0,449,21628,452,84,19841,19159,19025,3209,0,0,0,0.03,1.5,
2020-06-24,233,202,139,45,45,0,27,1,3,578,341,316,34,6,4,30,None,None,19904,2987,313,0,491,22113,485,72,18393,17875,17639,1777,0,0,0,0.03,1.5,
2020-06-25,228,201,124,56,44,0,28,1,4,583,343,320,26,5,22,24,None,None,21231,2971,628,0,514,22629,516,76,18663,17981,17753,2974,0,0,0,0.03,1.51,
2020-06-26,247,225,142,57,45,0,26,1,3,589,343,323,46,8,18,48,None,None,22729,2145,703,0,463,23092,463,130,16531,16120,15923,1973,0,0,0,0.03,1.44,
2020-06-27,251,230,151,56,40,0,22,0,3,590,343,326,26,1,11,30,None,None,21897,1583,345,0,407,23489,397,50,10489,10057,9762,695,0,0,0,0.03,1.42,
2020-06-28,278,236,169,67,39,0,22,0,2,594,346,328,47,4,22,42,None,None,23119,3823,586,0,385,23872,383,139,10389,9901,9688,503,0,0,1,0.04,1.36,
2020-06-29,282,247,168,68,44,0,24,0,0,599,347,328,46,7,14,41,None,None,24172,3358,628,0,755,24631,759,166,21017,20265,19988,2945,0,0,0,0.04,1.3,
2020-06-30,300,260,175,68,56,0,24,0,1,611,348,329,52,16,15,46,None,None,26037,4688,423,0,790,25420,789,127,20832,20161,19754,3179,0,0,0,0.04,1.29,
2020-07-01,341,288,204,73,59,0,24,0,3,618,351,332,82,10,24,72,None,None,26227,4112,629,0,974,26386,966,98,21460,20842,20629,2571,1,0,0,0.04,1.28,
2020-07-02,350,312,204,72,72,0,28,0,1,638,358,333,63,23,29,66,None,None,27379,4135,738,0,1149,27539,1153,124,25041,24278,24019,3588,0,0,1,0.04,1.28,
2020-07-03,365,318,205,75,83,0,29,0,3,646,361,336,56,13,19,45,None,None,31510,4948,922,0,945,28480,941,119,20953,20485,20250,2817,0,0,0,0.04,1.28,
2020-07-04,380,350,204,84,85,0,33,0,5,655,367,341,61,11,24,52,None,None,33776,4727,546,0,832,29299,819,76,17308,16717,16408,1385,0,0,1,0.05,1.23,
2020-07-05,431,378,253,82,94,0,32,0,2,668,373,343,80,16,24,76,None,None,39081,8635,677,0,835,30123,824,143,21112,20293,19960,1662,0,0,0,0.05,1.23,
2020-07-06,459,372,265,96,90,0,34,2,8,675,376,351,81,8,31,67,None,None,42014,6704,690,0,1138,31251,1128,193,25597,24758,24396,3194,0,0,0,0.05,1.21,
2020-07-07,479,416,283,94,94,1,35,2,5,691,378,356,104,22,34,109,None,None,44673,7123,608,0,1391,32634,1383,172,28633,27721,27368,3539,0,0,0,0.05,1.18,
2020-07-08,503,439,296,88,113,1,38,2,5,714,383,361,91,27,31,93,None,None,45773,7575,622,0,1337,33963,1329,225,29419,28610,28276,3126,0,0,1,0.05,1.17,
2020-07-09,559,483,330,98,126,0,41,2,5,746,389,366,120,34,44,114,None,None,49267,8135,723,0,1535,35483,1520,225,29981,28954,28441,3300,0,0,2,0.07,1.12,
2020-07-10,569,480,331,104,130,1,41,2,4,760,390,370,87,14,27,79,None,None,53685,7402,570,0,1416,36887,1404,210,25829,24781,24496,3082,0,0,0,0.06,1.1,
2020-07-11,574,527,315,119,135,0,46,2,5,778,395,375,91,19,37,76,None,None,52380,5007,387,0,1176,38055,1168,191,20469,19266,19049,1817,0,0,0,0.06,1.11,
2020-07-12,650,541,370,125,149,0,47,3,7,805,398,382,124,33,44,117,None,None,55085,10431,631,0,1238,39291,1236,336,21763,20310,19961,2795,0,0,0,0.06,1.1,
2020-07-13,663,543,356,121,182,0,53,3,4,848,408,386,120,51,48,106,None,None,53554,7650,574,0,1730,41008,1717,360,29248,27506,27022,4176,0,0,1,0.07,1.07,
2020-07-14,654,579,317,140,187,0,55,3,7,880,412,393,108,35,56,97,None,None,53392,7970,783,0,1610,42609,1601,313,31742,30022,29329,7700,0,0,0,0.07,1.08,
2020-07-15,691,569,355,121,207,1,58,3,6,917,418,399,109,48,41,105,None,None,58449,6030,615,0,1886,44482,1873,361,30691,27943,27554,4689,0,0,1,0.07,1.04,
2020-07-16,704,582,354,132,208,1,59,3,9,945,426,408,136,36,60,127,None,None,54205,6178,830,0,1941,46418,1936,508,31077,28534,28110,7097,0,0,0,0.07,1.03,
2020-07-17,720,622,340,149,218,1,58,3,12,971,429,420,139,27,34,101,None,None,52780,3855,435,0,1610,48019,1601,481,25732,23639,23390,5977,0,0,2,0.08,1.04,
2020-07-18,722,682,331,149,234,1,56,2,8,999,429,428,100,32,28,81,None,None,51771,3260,333,0,1453,49463,1444,447,20455,18230,18033,4810,0,0,0,0.07,1.04,
2020-07-19,839,701,417,142,270,1,73,2,10,1065,445,438,156,76,68,153,None,None,51737,7041,634,0,1018,50479,1016,516,19843,17896,17681,5263,0,0,0,0.07,1.02,
2020-07-20,843,700,414,148,264,1,78,2,12,1103,456,450,145,41,59,125,None,None,51348,5973,711,0,1892,52366,1887,624,27603,24537,24283,5137,1,0,0,0.07,1,
2020-07-21,822,683,415,142,256,1,80,2,9,1138,464,459,128,40,57,127,None,None,50382,5849,679,0,2012,54370,2004,640,30177,26815,26524,7571,0,0,1,0.07,0.96,
2020-07-22,815,713,386,138,284,1,79,3,6,1192,472,465,136,62,53,119,None,None,49596,6248,598,0,2043,56409,2039,3700,28807,25761,25571,5860,0,0,1,0.07,0.93,
2020-07-23,843,726,363,152,309,1,83,3,16,1247,481,481,127,65,60,99,None,None,48657,5769,713,0,1994,58396,1987,6689,32533,29326,29085,8141,0,0,2,0.06,0.91,
2020-07-24,828,739,339,152,327,1,86,3,8,1282,487,489,104,44,38,78,None,None,48525,4148,528,0,1830,60220,1824,1586,24400,22787,22399,5526,0,0,0,0.06,0.91,
2020-07-25,830,787,324,178,319,1,97,5,7,1303,500,496,90,28,54,71,None,None,48038,3076,361,0,1119,61330,1110,587,15486,14658,14506,4684,0,0,0,0.06,0.9,
2020-07-26,906,784,390,197,309,1,98,6,10,1339,511,506,125,44,64,121,None,None,48569,6326,616,0,1047,62370,1040,2714,12204,11449,11206,423,0,0,1,0.05,0.9,
2020-07-27,928,794,425,182,314,1,93,8,7,1384,519,513,140,54,69,153,None,None,48255,4656,729,0,2053,64418,2048,1749,28245,27311,27050,7411,0,0,0,0.05,0.92,
2020-07-28,917,797,402,185,320,1,92,9,8,1430,526,521,125,53,66,111,None,None,48523,5585,771,0,2121,66538,2120,1547,26635,25809,25520,7934,0,0,0,0.05,0.97,
2020-07-29,916,791,392,173,333,1,94,10,15,1477,535,536,123,59,54,101,None,None,47406,5451,418,0,1957,68495,1957,1391,26229,25507,25224,7375,0,0,0,0.05,0.99,
2020-07-30,885,765,381,172,316,1,99,10,15,1511,549,551,94,39,63,99,None,None,44663,5043,623,0,1793,70281,1786,1674,21956,21296,21004,5027,0,0,0,0.05,1.01,
2020-07-31,882,781,379,172,315,1,91,10,14,1539,553,565,118,31,32,99,None,None,44501,3605,501,0,1363,71640,1359,1291,22898,22174,21985,9892,0,0,0,0.04,1.01,
2020-08-01,888,819,374,165,335,0,91,9,14,1583,562,579,107,53,57,102,None,None,43906,2457,502,0,630,72262,622,532,7790,7483,7371,2466,0,0,1,0.05,1.02,
2020-08-02,962,833,433,171,347,0,97,12,12,1628,570,591,140,56,57,136,None,None,43243,4530,769,0,713,72970,708,2422,10087,9633,9452,576,0,0,0,0.04,1.01,
2020-08-03,953,803,454,147,326,1,91,14,15,1668,579,606,110,44,48,136,None,None,42409,4363,801,0,1810,74769,1799,1776,23468,22643,22443,7095,0,0,1,0.04,1,
