,Totals,,,,,,,,,,Males,,,,,,,,,,Females,,,,,,,,,
Update Time,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+
2021-01-01T06:25:20.060Z,0,2,0,2,14,25,49,55,23,3,0,2,0,1,8,25,40,33,13,2,0,0,0,1,6,0,9,22,10,1
2021-01-01T13:03:21.987Z,0,2,0,1,14,24,46,54,23,4,0,2,0,1,8,24,37,34,14,2,0,0,0,0,6,0,9,20,9,2
2021-01-02T14:23:22.093Z,0,2,0,2,13,21,54,52,24,3,0,2,0,1,6,21,38,36,14,2,0,0,0,1,7,0,16,16,10,1
2021-01-02T19:25:38.320Z,0,2,0,4,13,23,54,56,26,3,0,2,0,2,7,23,40,37,15,2,0,0,0,2,6,0,14,19,11,1
2021-01-03T04:07:48.983Z,0,2,0,3,10,23,52,51,24,6,0,2,0,2,6,23,37,33,13,3,0,0,0,1,4,0,15,18,11,3
2021-01-03T04:07:48.983Z,0,2,0,3,10,23,52,51,24,6,0,2,0,2,6,23,37,33,13,3,0,0,0,1,4,0,15,18,11,3
2021-01-03T07:10:54.753Z,0,2,0,4,13,24,55,58,26,6,0,2,0,2,7,24,41,37,14,4,0,0,0,2,6,0,14,21,12,2
2021-01-03T16:15:50.833Z,0,2,0,3,13,25,61,64,28,6,0,2,0,2,7,23,45,41,15,3,0,0,0,1,6,2,16,23,13,3
2021-01-03T18:55:22.140Z,0,2,0,4,14,24,60,63,27,6,0,2,0,2,8,23,45,41,14,3,0,0,0,2,6,1,15,22,13,3
2021-01-04T04:08:30.277Z,0,2,0,4,10,27,61,58,28,4,0,2,0,3,5,25,43,37,13,2,0,0,0,1,5,2,18,21,15,2
2021-01-04T08:07:45.310Z,0,2,0,4,14,25,61,61,25,4,0,2,0,2,8,25,43,39,12,2,0,0,0,2,6,0,18,22,13,2
2021-01-04T16:06:03.693Z,0,1,0,3,13,24,63,60,27,5,0,1,0,2,8,23,44,40,16,2,0,0,0,1,5,1,19,20,11,3
2021-01-04T21:25:48.630Z,0,2,0,2,12,21,57,52,23,3,0,2,0,1,7,21,39,35,13,2,0,0,0,1,5,0,18,17,10,1
2021-01-05T03:51:07.883Z,0,2,0,2,12,23,58,52,24,3,0,2,0,1,7,23,39,36,13,2,0,0,0,1,5,0,19,16,11,1
2021-01-05T07:23:41.123Z,0,2,0,2,14,26,60,53,22,3,0,2,0,1,8,25,41,36,13,2,0,0,0,1,6,1,19,17,9,1
2021-01-05T16:52:29.653Z,0,2,0,3,13,28,64,60,25,5,0,2,0,1,7,26,45,38,16,3,0,0,0,2,6,2,19,22,9,2
2021-01-05T19:37:27.543Z,0,2,0,3,13,31,66,62,25,5,0,2,0,1,7,29,46,39,16,3,0,0,0,2,6,2,20,23,9,2
2021-01-06T03:50:16.780Z,0,2,0,2,12,28,65,57,30,5,0,2,0,0,6,27,45,36,17,4,0,0,0,2,6,1,20,21,13,1
2021-01-06T07:37:53.437Z,0,2,0,3,11,31,68,66,28,6,0,2,0,1,5,29,47,43,16,4,0,0,0,2,6,2,21,23,12,2
2021-01-06T15:01:08.997Z,0,1,1,2,13,28,66,61,28,7,0,1,0,1,6,28,48,38,17,5,0,0,1,1,7,0,18,23,11,2
2021-01-06T19:19:57.407Z,0,1,1,3,13,31,69,70,28,7,0,1,0,1,6,29,49,46,17,5,0,0,1,2,7,2,20,24,11,2
2021-01-07T04:26:33.387Z,0,1,1,4,11,29,66,58,30,5,0,1,0,2,6,27,48,35,17,4,0,0,1,2,5,2,18,23,13,1
2021-01-07T06:14:34.303Z,1,1,1,3,12,34,70,65,26,4,0,1,0,1,7,31,50,41,16,3,1,0,1,2,5,3,20,24,10,1
2021-01-07T15:27:30.590Z,1,2,1,4,11,30,68,67,27,5,0,2,0,2,6,27,50,43,16,3,1,0,1,2,5,3,18,24,11,2
2021-01-07T18:11:14.923Z,1,1,1,3,12,34,73,68,28,5,0,1,0,1,7,30,53,43,16,3,1,0,1,2,5,4,20,25,12,2
2021-01-08T03:43:58.370Z,1,0,1,3,12,33,72,62,28,5,0,0,0,1,7,30,52,40,16,3,1,0,1,2,5,3,20,22,12,2
2021-01-08T07:58:56.537Z,0,0,1,4,10,30,74,68,29,5,0,0,0,2,6,27,53,42,14,4,0,0,1,2,4,3,21,26,15,1
2021-01-08T12:29:35.990Z,1,0,1,4,12,32,70,68,28,5,0,0,0,2,6,29,51,42,15,3,1,0,1,2,6,3,19,26,13,2
2021-01-09T14:36:56.833Z,2,0,1,3,12,38,73,70,26,6,0,0,1,2,7,33,54,44,16,4,2,0,0,1,5,5,19,26,10,2
2021-01-09T20:19:21.917Z,2,0,1,3,14,37,74,69,27,6,0,0,1,2,8,32,55,44,17,4,2,0,0,1,6,5,19,25,10,2
2021-01-10T03:55:57.563Z,1,0,1,3,12,36,70,71,28,6,0,0,1,2,7,30,52,44,18,4,1,0,0,1,5,6,18,27,10,2
2021-01-10T08:32:01.230Z,2,0,1,4,14,36,77,68,27,8,0,0,1,2,8,31,59,42,17,5,2,0,0,2,6,5,18,26,10,3
2021-01-10T15:34:00.387Z,1,0,1,4,14,37,78,73,24,9,0,0,1,2,8,32,61,45,16,6,1,0,0,2,6,5,17,28,8,3
2021-01-10T19:59:05.227Z,1,0,1,4,14,37,78,72,24,9,0,0,1,2,8,32,61,45,16,6,1,0,0,2,6,5,17,27,8,3
2021-01-11T04:29:18.330Z,1,0,1,4,15,40,76,73,29,7,0,0,1,3,8,34,56,48,19,4,1,0,0,1,7,6,20,25,10,3
2021-01-11T08:04:11.517Z,1,1,1,5,15,34,73,74,26,9,0,0,1,3,8,29,57,48,17,5,1,1,0,2,7,5,16,26,9,4
2021-01-11T19:42:21.023Z,1,1,1,5,17,39,84,74,26,10,0,0,1,3,10,34,68,47,17,6,1,1,0,2,7,5,16,27,9,4
2021-01-12T04:46:22.610Z,1,0,1,4,13,37,85,68,25,9,0,0,1,2,7,33,65,45,17,6,1,0,0,2,6,4,20,23,8,3
2021-01-12T08:29:05.050Z,1,0,1,7,17,40,86,77,27,10,0,0,1,3,11,34,66,50,18,6,1,0,0,4,6,6,20,27,9,4
2021-01-12T16:15:21.670Z,1,0,1,7,17,42,84,74,31,9,0,0,1,3,10,34,67,48,20,6,1,0,0,4,7,8,17,26,11,3
2021-01-12T19:56:16.893Z,1,0,1,7,17,42,84,74,31,9,0,0,1,3,10,34,67,48,20,6,1,0,0,4,7,8,17,26,11,3
2021-01-13T03:19:37.553Z,1,0,2,6,16,44,84,69,29,6,0,0,2,2,9,34,63,44,18,5,1,0,0,4,7,10,21,25,11,1
2021-01-13T07:05:04.700Z,1,0,3,8,15,47,90,75,35,6,0,0,2,2,8,37,67,50,22,4,1,0,1,6,7,10,23,25,13,2
2021-01-13T14:46:19.050Z,1,0,3,7,18,43,84,71,30,8,0,0,1,2,11,32,65,47,18,6,1,0,2,5,7,11,19,24,12,2
2021-01-13T20:41:57.433Z,1,0,3,5,20,40,83,67,24,8,0,0,1,2,12,30,63,43,13,6,1,0,2,3,8,10,20,24,11,2
2021-01-14T05:08:05.827Z,1,0,3,4,21,44,88,72,25,8,0,0,2,2,12,34,64,47,15,6,1,0,1,2,9,10,24,25,10,2
2021-01-14T08:52:15.650Z,1,0,2,6,22,46,88,74,29,8,0,0,1,2,14,35,66,49,17,6,1,0,1,4,8,11,22,25,12,2
2021-01-14T16:50:47.233Z,1,0,2,7,22,45,88,73,29,9,0,0,2,3,12,34,63,50,18,6,1,0,0,4,10,11,25,23,11,3
2021-01-14T20:50:19.033Z,1,0,1,4,19,40,81,61,25,9,0,0,1,3,9,32,57,41,16,6,1,0,0,1,10,8,24,20,9,3
2021-01-15T03:51:47.650Z,1,0,2,4,20,43,83,66,30,9,0,0,2,3,10,34,59,43,20,5,1,0,0,1,10,9,24,23,10,4
2021-01-15T07:41:36.633Z,1,0,2,7,23,47,89,77,31,10,0,0,2,5,13,35,64,50,21,6,1,0,0,2,10,12,25,27,10,4
2021-01-15T11:40:28.147Z,1,0,2,6,23,45,87,77,31,10,0,0,2,4,13,33,62,50,21,6,1,0,0,2,10,12,25,27,10,4
2021-01-16T14:40:17.410Z,2,0,3,4,20,44,76,61,30,4,1,0,2,3,11,35,53,39,18,1,1,0,1,1,9,9,23,22,12,3
2021-01-16T18:58:54.310Z,2,0,3,6,23,46,84,67,35,5,1,0,2,4,13,35,61,41,23,2,1,0,1,2,10,11,23,26,12,3
2021-01-17T07:18:53.633Z,2,0,3,5,25,46,88,69,30,5,1,0,2,3,15,33,66,39,19,2,1,0,1,2,10,13,22,30,11,3
2021-01-17T15:39:52.500Z,2,0,3,5,25,47,91,71,30,5,1,0,2,3,14,33,67,41,20,2,1,0,1,2,11,14,24,30,10,3
2021-01-17T19:30:01.320Z,2,0,3,5,25,47,91,71,30,5,1,0,2,3,14,33,67,41,20,2,1,0,1,2,11,14,24,30,10,3
2021-01-18T04:35:31.270Z,2,0,3,4,26,48,83,70,29,5,1,0,2,3,14,35,58,42,17,3,1,0,1,1,12,13,25,28,12,2
2021-01-18T06:31:52.957Z,2,0,3,6,27,47,94,74,31,4,1,0,2,3,15,34,69,44,20,2,1,0,1,3,12,13,25,30,11,2
2021-01-18T16:31:29.850Z,2,0,2,8,25,47,97,74,28,7,1,0,1,3,14,34,70,44,18,3,1,0,1,5,11,13,27,30,10,4
2021-01-18T18:34:56.827Z,2,0,2,8,25,48,97,73,29,7,1,0,1,3,14,35,69,44,19,3,1,0,1,5,11,13,28,29,10,4
2021-01-19T05:30:54.400Z,2,0,3,8,23,47,86,69,29,7,1,0,2,3,12,33,58,41,18,3,1,0,1,5,11,14,28,28,11,4
2021-01-19T07:34:37.340Z,2,0,3,11,24,51,95,74,34,7,1,0,2,3,12,36,66,44,20,3,1,0,1,8,12,15,29,30,14,4
2021-01-19T14:19:06.050Z,2,0,3,8,23,48,94,74,31,7,1,0,2,2,12,34,67,43,17,3,1,0,1,6,11,14,27,31,14,4
2021-01-20T04:28:09.150Z,2,0,5,9,24,50,91,76,40,6,1,0,2,3,12,37,61,46,23,3,1,0,3,6,12,13,30,30,17,3
2021-01-20T07:16:55.410Z,2,0,5,10,25,52,95,78,32,7,1,0,2,2,14,39,66,47,19,3,1,0,3,8,11,13,29,31,13,4
2021-01-20T15:51:00.880Z,2,0,4,10,25,54,100,77,36,7,1,0,1,2,13,40,68,45,20,3,1,0,3,8,12,14,32,32,16,4
2021-01-20T20:20:13.790Z,2,0,4,9,25,54,99,77,35,8,1,0,1,2,14,40,68,44,22,3,1,0,3,7,11,14,31,33,13,5
2021-01-21T04:27:20.957Z,2,0,4,9,26,51,100,74,39,9,1,0,1,2,13,38,66,42,24,4,1,0,3,7,13,13,34,32,15,5
2021-01-21T08:35:56.320Z,2,0,4,10,27,56,101,72,40,9,1,0,1,2,14,41,66,40,25,4,1,0,3,8,13,15,35,32,15,5
2021-01-21T16:16:22.323Z,2,0,5,11,23,51,104,73,36,9,1,0,2,2,13,37,72,39,22,4,1,0,3,9,10,14,32,34,14,5
2021-01-21T19:47:52.763Z,2,0,5,12,23,50,104,74,36,9,1,0,2,3,13,37,72,39,22,4,1,0,3,9,10,13,32,35,14,5
2021-01-22T04:41:17.910Z,2,0,5,10,24,52,95,69,40,9,1,0,2,2,14,39,66,41,22,4,1,0,3,8,10,13,29,28,18,5
2021-01-22T07:17:51.503Z,2,0,5,11,25,55,102,75,40,9,1,0,2,2,14,41,72,42,22,4,1,0,3,9,11,14,30,33,18,5
2021-01-22T13:28:10.110Z,2,0,5,10,23,52,105,71,36,8,1,0,2,2,14,39,75,40,20,3,1,0,3,8,9,13,30,31,16,5
2021-01-23T14:28:52.590Z,2,0,6,9,29,63,97,76,39,8,1,0,2,2,17,48,69,44,21,3,1,0,4,7,12,15,28,32,18,5
2021-01-23T18:37:03.467Z,2,0,6,9,29,63,102,76,41,8,1,0,2,2,17,49,73,44,21,3,1,0,4,7,12,14,29,32,20,5
2021-01-24T06:07:14.763Z,2,0,4,10,27,58,95,73,34,8,1,0,1,2,17,46,66,44,18,3,1,0,3,8,10,12,29,29,16,5
2021-01-24T16:54:21.827Z,2,0,4,10,30,58,95,79,39,9,1,0,1,3,18,47,65,44,20,3,1,0,3,7,12,11,30,35,19,6
2021-01-24T20:15:06.353Z,2,0,4,11,32,58,94,79,39,9,1,0,1,3,19,48,66,44,20,3,1,0,3,8,13,10,28,35,19,6
2021-01-25T03:43:39.050Z,2,0,3,11,32,64,101,83,48,9,1,0,1,3,20,52,69,47,24,4,1,0,2,8,12,12,32,36,24,5
2021-01-25T07:28:11.697Z,2,0,2,11,34,63,107,79,48,10,1,0,1,3,20,50,70,43,24,4,1,0,1,8,14,13,37,36,24,6
2021-01-25T15:19:21.960Z,2,0,3,12,29,57,97,73,39,7,1,0,2,4,16,46,70,39,18,3,1,0,1,8,13,11,27,34,21,4
2021-01-25T20:15:07.197Z,2,0,3,12,30,56,101,75,38,8,1,0,2,4,16,46,70,39,17,3,1,0,1,8,14,10,31,36,21,5
2021-01-26T08:39:00.873Z,2,0,4,13,27,52,92,68,32,7,1,0,3,5,15,43,64,38,15,3,1,0,1,8,12,9,28,30,17,4
2021-01-26T16:37:13.443Z,2,0,4,12,29,52,92,70,33,9,1,0,3,5,17,43,64,39,17,4,1,0,1,7,12,9,28,31,16,5
2021-01-26T17:48:49.590Z,2,0,4,12,30,53,92,69,33,9,1,0,3,5,18,43,64,39,17,4,1,0,1,7,12,10,28,30,16,5
2021-01-27T04:15:33.720Z,2,0,5,13,26,54,86,74,33,10,1,0,3,6,15,44,60,42,17,5,1,0,2,7,11,10,26,32,16,5
2021-01-27T09:37:45.910Z,2,0,5,13,29,53,90,75,37,11,1,0,3,7,17,42,63,43,19,5,1,0,2,6,12,11,27,32,18,6
2021-01-27T15:47:33.793Z,2,0,6,15,31,54,85,72,35,8,1,0,3,9,19,42,62,42,19,5,1,0,3,6,12,12,23,30,16,3
2021-01-27T19:14:37.080Z,3,0,6,14,28,52,87,73,35,9,1,0,3,9,16,41,64,41,20,5,2,0,3,5,12,11,23,32,15,4
2021-01-28T02:59:46.543Z,2,0,7,13,27,49,84,74,34,8,1,0,3,7,15,41,61,42,19,5,1,0,4,6,12,8,23,32,15,3
2021-01-28T06:39:58.397Z,2,0,6,15,31,51,89,71,39,8,1,0,3,9,18,41,62,39,22,4,1,0,3,6,13,10,27,32,17,4
2021-01-28T21:08:02.507Z,2,0,6,12,24,51,94,72,38,11,1,0,3,7,12,41,62,39,21,5,1,0,3,5,12,10,32,33,17,6
2021-01-29T01:31:48.870Z,2,0,6,12,26,51,94,72,39,11,1,0,3,7,14,41,63,39,21,5,1,0,3,5,12,10,31,33,18,6
2021-01-29T07:28:39.920Z,2,0,6,14,28,52,97,69,40,11,1,0,3,8,15,40,66,37,21,5,1,0,3,6,13,12,31,32,19,6
2021-01-29T13:03:30.550Z,2,0,6,14,28,51,96,70,40,11,1,0,3,8,15,39,65,37,21,5,1,0,3,6,13,12,31,33,19,6
2021-01-30T11:09:46.137Z,1,0,6,15,32,50,96,71,43,10,0,0,3,10,20,39,64,41,21,5,1,0,3,5,12,11,32,30,22,5
2021-01-30T19:37:48.760Z,1,0,7,15,32,52,93,65,42,7,0,0,4,10,20,40,61,38,20,5,1,0,3,5,12,12,32,27,22,2
2021-01-31T04:16:43.147Z,1,0,6,12,28,45,85,67,42,5,0,0,4,8,17,36,56,38,19,4,1,0,2,4,11,9,29,29,23,1
2021-01-31T08:26:49.547Z,1,0,7,13,33,50,90,65,38,6,0,0,4,9,21,39,60,38,18,4,1,0,3,4,12,11,30,27,20,2
2021-01-31T17:19:30.317Z,1,0,7,15,33,50,93,66,42,8,0,0,4,9,21,37,63,39,21,5,1,0,3,6,12,13,30,27,21,3
2021-01-31T18:48:55.233Z,1,0,7,15,33,50,93,66,42,8,0,0,4,9,21,37,63,39,21,5,1,0,3,6,12,13,30,27,21,3
2021-02-01T03:53:42.040Z,1,0,6,13,30,47,95,68,39,7,0,0,4,8,20,37,63,39,20,5,1,0,2,5,10,10,32,29,19,2
2021-02-01T07:52:28.600Z,1,0,7,16,34,51,97,64,35,7,0,0,4,10,22,39,65,39,19,4,1,0,3,6,12,12,32,25,16,3
2021-02-01T17:12:59.620Z,1,0,7,14,32,53,97,69,37,6,0,0,4,9,20,41,66,41,20,4,1,0,3,5,12,12,31,28,17,2
2021-02-01T19:55:34.100Z,1,0,7,14,31,53,96,68,37,6,0,0,4,9,19,41,65,40,20,4,1,0,3,5,12,12,31,28,17,2
2021-02-02T03:50:01.017Z,1,0,6,15,30,46,95,69,39,6,0,0,4,10,19,36,65,40,23,3,1,0,2,5,11,10,30,29,16,3
2021-02-02T08:12:47.970Z,2,0,7,15,34,50,97,69,35,8,0,0,5,10,21,39,66,40,21,4,2,0,2,5,13,11,31,29,14,4
2021-02-02T16:21:39.187Z,3,0,8,15,28,53,95,72,34,6,0,0,4,10,18,38,65,43,19,3,3,0,4,5,10,15,30,29,15,3
2021-02-02T18:56:11.590Z,2,0,9,16,29,53,97,71,37,6,0,0,5,10,18,40,68,42,21,3,2,0,4,6,11,13,29,29,16,3
2021-02-03T04:45:35.923Z,2,0,8,14,21,43,92,62,36,4,0,0,5,9,14,32,63,37,20,2,2,0,3,5,7,11,29,25,16,2
2021-02-03T08:10:56.700Z,2,0,8,14,27,47,93,64,36,4,0,0,5,9,17,35,64,37,20,2,2,0,3,5,10,12,29,27,16,2
2021-02-03T16:22:58.677Z,2,0,7,14,23,49,94,68,33,4,0,0,3,8,15,35,64,39,18,2,2,0,4,6,8,14,30,29,15,2
2021-02-03T21:05:49.047Z,2,0,9,17,26,49,98,71,34,4,0,0,4,9,17,36,66,41,19,2,2,0,5,8,9,13,32,30,15,2
2021-02-04T06:11:47.710Z,2,0,8,16,24,51,94,71,34,4,0,0,4,8,16,37,63,42,19,2,2,0,4,8,8,14,31,29,15,2
2021-02-04T08:36:12.077Z,2,0,10,17,31,57,96,74,31,4,0,0,5,9,21,42,64,42,17,2,2,0,5,8,10,15,32,32,14,2
2021-02-04T17:20:40.130Z,1,1,12,18,32,61,92,77,33,4,0,0,6,10,21,43,63,42,17,2,1,1,6,8,11,18,29,35,16,2
2021-02-04T21:09:35.137Z,1,1,8,15,25,55,89,68,33,3,0,0,4,8,16,40,59,40,16,2,1,1,4,7,9,15,30,28,17,1
2021-02-05T07:18:48.910Z,1,1,11,19,30,67,83,70,33,4,0,0,6,11,20,49,55,39,16,3,1,1,5,8,10,18,28,31,17,1
2021-02-05T12:40:20.710Z,1,1,12,19,30,66,83,73,35,4,0,0,6,11,19,48,55,41,18,3,1,1,6,8,11,18,28,32,17,1
2021-02-06T15:19:27.617Z,0,1,10,18,31,65,86,70,37,5,0,0,6,10,20,46,55,42,17,4,0,1,4,8,11,19,31,28,20,1
2021-02-06T18:59:46.357Z,1,2,8,17,31,64,85,73,35,5,0,0,6,11,20,46,54,44,15,4,1,2,2,6,11,18,31,29,20,1
2021-02-07T03:48:16.773Z,0,2,7,15,23,54,83,73,32,3,0,0,5,10,16,38,52,44,14,3,0,2,2,5,7,16,31,29,18,0
2021-02-07T07:57:08.960Z,1,2,7,16,25,59,85,73,32,3,0,0,5,11,17,42,53,44,14,2,1,2,2,5,8,17,32,29,18,1
2021-02-07T18:09:40.503Z,1,2,9,18,33,67,84,76,30,4,0,0,6,10,22,49,54,46,14,3,1,2,3,8,11,18,30,30,16,1
2021-02-07T19:32:15.430Z,1,2,9,18,33,67,83,76,30,4,0,0,6,10,22,49,53,46,14,3,1,2,3,8,11,18,30,30,16,1
2021-02-08T04:02:11.827Z,0,2,7,15,26,58,79,71,31,3,0,0,5,9,19,42,50,43,16,3,0,2,2,6,7,16,29,28,15,0
2021-02-08T08:06:55.437Z,1,2,9,17,30,61,80,72,32,3,0,0,6,9,21,44,50,44,16,2,1,2,3,8,9,17,30,28,16,1
2021-02-08T16:18:44.307Z,1,2,9,18,27,58,75,74,31,3,0,0,6,9,19,42,47,44,14,3,1,2,3,9,8,16,28,30,17,0
2021-02-09T07:17:15.457Z,2,3,8,16,25,59,77,73,31,3,0,0,5,9,17,42,46,46,15,3,2,3,3,7,8,17,31,27,16,0
2021-02-09T16:37:31.400Z,1,2,9,20,33,66,78,75,34,5,0,0,5,9,22,48,46,49,17,4,1,2,4,11,11,18,32,26,17,1
2021-02-09T19:30:02.767Z,1,2,9,20,26,55,76,69,33,5,0,0,5,9,17,39,45,44,15,4,1,2,4,11,9,16,31,25,18,1
2021-02-10T06:56:49.800Z,1,2,8,21,26,59,76,72,34,5,0,0,4,9,17,41,44,47,15,4,1,2,4,12,9,18,32,25,19,1
2021-02-10T16:21:14.940Z,1,2,8,18,31,64,76,74,30,5,0,0,4,9,20,45,45,47,12,4,1,2,4,9,11,19,31,27,18,1
2021-02-10T20:23:21.013Z,1,2,7,18,31,61,77,71,30,5,0,0,3,9,20,42,48,46,12,4,1,2,4,9,11,19,29,25,18,1
2021-02-11T06:22:53.990Z,1,2,6,18,29,65,76,72,32,3,0,0,2,9,18,45,46,47,13,2,1,2,4,9,11,20,30,25,19,1
2021-02-11T07:43:32.680Z,1,2,7,18,32,65,78,73,32,3,0,0,3,9,20,45,47,47,13,2,1,2,4,9,12,20,31,26,19,1
2021-02-11T16:13:16.903Z,0,2,7,20,32,63,75,68,32,4,0,0,3,11,20,44,44,42,12,3,0,2,4,9,12,19,31,26,20,1
2021-02-11T20:17:35.403Z,0,2,7,21,31,59,73,70,31,3,0,0,3,11,18,41,45,44,11,3,0,2,4,10,13,18,28,26,20,0
2021-02-12T06:14:19.377Z,0,2,8,21,30,59,76,66,31,3,0,0,4,12,17,41,46,43,12,2,0,2,4,9,13,18,30,23,19,1
2021-02-12T13:11:45.160Z,0,2,8,22,32,63,77,68,32,3,0,0,4,12,19,44,47,43,13,2,0,2,4,10,13,19,30,25,19,1
2021-02-13T14:52:09.090Z,0,2,7,23,31,61,70,62,30,3,0,0,4,12,17,42,43,39,12,2,0,2,3,11,14,19,27,23,18,1
2021-02-13T18:56:28.940Z,0,1,7,23,31,62,70,62,31,3,0,0,4,12,17,42,43,39,14,2,0,1,3,11,14,20,27,23,17,1
2021-02-14T07:09:42.080Z,0,1,7,23,31,57,66,62,26,4,0,0,4,12,18,37,43,38,13,2,0,1,3,11,13,20,23,24,13,2
2021-02-14T15:54:14.063Z,1,2,5,21,29,53,71,61,26,4,0,0,3,12,17,36,47,38,11,2,1,2,2,9,12,17,24,23,15,2
2021-02-14T20:02:50.060Z,1,2,7,23,35,56,76,62,29,4,0,0,4,12,21,38,50,38,12,2,1,2,3,11,14,18,26,24,17,2
2021-02-15T07:19:51.583Z,1,3,6,22,29,53,76,55,29,3,0,0,3,12,17,35,51,36,12,2,1,3,3,10,12,18,25,19,17,1
2021-02-15T15:23:55.810Z,1,3,7,23,35,59,78,61,29,3,0,0,4,12,22,41,50,38,12,2,1,3,3,11,13,18,28,23,17,1
2021-02-15T19:24:52.900Z,1,1,7,21,27,51,71,50,28,2,0,0,3,13,18,35,48,33,10,2,1,1,4,8,9,16,23,17,18,0
2021-02-16T06:43:30.430Z,1,2,6,25,32,57,84,54,29,3,0,0,3,14,21,39,54,36,12,2,1,2,3,11,11,18,30,18,17,1
2021-02-16T16:03:49.337Z,1,2,8,25,36,61,74,50,29,3,0,0,4,14,23,43,44,33,12,2,1,2,4,11,13,18,30,17,17,1
2021-02-16T20:03:32.033Z,1,2,8,25,36,61,74,50,29,3,0,0,4,14,23,43,44,33,12,2,1,2,4,11,13,18,30,17,17,1
2021-02-17T09:46:45.287Z,1,2,10,24,39,61,75,62,27,4,0,0,5,13,26,43,44,42,11,2,1,2,5,11,13,18,31,20,16,2
2021-02-17T15:15:41.093Z,1,2,8,22,37,59,74,63,27,3,0,0,4,13,24,41,46,42,12,1,1,2,4,9,13,18,28,21,15,2
2021-02-17T19:18:09.470Z,1,2,8,24,39,60,74,62,29,3,0,0,4,13,26,42,47,41,13,1,1,2,4,11,13,18,27,21,16,2
2021-02-18T08:12:11.743Z,1,2,8,23,34,58,72,57,29,3,0,0,4,14,23,38,44,37,14,1,1,2,4,9,11,20,28,20,15,2
2021-02-18T16:59:19.573Z,1,2,7,25,41,62,67,54,27,3,0,0,4,14,27,44,40,36,10,1,1,2,3,11,14,18,27,18,17,2
2021-02-18T19:42:32.353Z,1,2,7,25,41,62,67,54,26,3,0,0,4,14,27,44,40,36,10,1,1,2,3,11,14,18,27,18,16,2
2021-02-19T06:49:22.297Z,1,2,7,25,38,62,68,56,24,3,0,0,5,14,24,45,43,38,9,1,1,2,2,11,14,17,25,18,15,2
2021-02-19T13:33:49.817Z,1,2,7,25,39,61,69,55,24,3,0,0,5,14,25,44,43,37,9,1,1,2,2,11,14,17,26,18,15,2
2021-02-21T19:48:18.680Z,1,2,7,25,37,59,59,56,22,3,0,0,5,15,24,42,37,36,7,1,1,2,2,10,13,17,22,20,15,2
2021-02-22T07:19:44.173Z,1,3,8,25,31,61,58,53,20,3,0,0,5,16,20,43,36,34,6,1,1,3,3,9,11,18,22,19,14,2
2021-02-22T15:39:30.907Z,1,3,8,22,32,60,57,55,21,3,0,0,5,13,21,40,36,36,6,1,1,3,3,9,11,20,21,19,15,2
2021-02-22T19:42:44.580Z,1,3,8,22,33,59,58,55,22,3,0,0,5,13,22,40,37,36,6,1,1,3,3,9,11,19,21,19,16,2
2021-02-23T20:08:32.790Z,1,3,8,22,33,55,59,49,16,4,0,0,3,13,22,37,36,30,5,2,1,3,5,9,11,18,23,19,11,2
2021-02-24T06:34:53.743Z,1,3,7,22,34,53,56,51,20,4,0,0,3,13,23,36,34,34,8,2,1,3,4,9,11,17,22,17,12,2
2021-02-24T10:07:23.113Z,1,3,8,21,33,48,55,47,17,4,0,0,4,12,23,32,35,33,5,2,1,3,4,9,10,16,20,14,12,2
2021-02-24T18:03:57.540Z,1,3,8,22,35,52,57,49,18,4,0,0,4,13,24,35,35,34,6,2,1,3,4,9,11,17,22,15,12,2
2021-02-24T19:25:32.953Z,1,3,8,22,35,52,57,49,18,4,0,0,4,13,24,35,35,34,6,2,1,3,4,9,11,17,22,15,12,2
2021-02-25T06:16:52.780Z,1,3,8,23,32,52,52,45,22,3,0,0,4,12,21,33,31,31,8,2,1,3,4,11,11,19,21,14,14,1
2021-02-25T15:55:48.430Z,2,2,9,23,33,53,53,47,22,3,0,0,4,13,23,34,31,32,8,2,2,2,5,10,10,19,22,15,14,1
2021-02-25T20:07:31.120Z,1,2,9,22,33,53,56,46,22,2,0,0,4,13,23,34,33,31,8,2,1,2,5,9,10,19,23,15,14,0
2021-02-26T07:04:53.997Z,0,2,7,23,30,52,52,45,16,2,0,0,3,13,21,34,33,30,5,2,0,2,4,10,9,18,19,15,11,0
2021-02-26T12:35:31.343Z,0,2,6,23,29,50,50,43,16,2,0,0,3,13,20,33,33,30,5,2,0,2,3,10,9,17,17,13,11,0
2021-02-27T16:24:35.060Z,0,2,8,21,33,54,50,46,17,4,0,0,4,10,23,36,30,32,6,2,0,2,4,11,10,18,20,14,11,2
2021-02-27T19:07:16.380Z,0,2,8,21,33,54,50,46,17,4,0,0,4,10,23,36,30,32,6,2,0,2,4,11,10,18,20,14,11,2
2021-02-28T06:18:09.987Z,1,2,7,22,33,51,48,46,18,4,0,0,4,10,23,34,30,32,8,2,1,2,3,12,10,17,18,14,10,2
2021-02-28T19:25:36.107Z,1,2,7,23,29,50,50,49,24,2,0,0,5,10,20,33,30,33,12,1,1,2,2,13,9,17,20,16,12,1
