Date,5-11 1st perc,5-11 2nd perc,5-11 3rd perc,5-11 4th perc,5-11 not vacc perc,5-11 valid vacc perc,5-11 expired vacc perc,12-15 1st perc,12-15 2nd perc,12-15 3rd perc,12-15 4th perc,12-15 not vacc perc,12-15 valid vacc perc,12-15 expired vacc perc,16-19 1st perc,16-19 2nd perc,16-19 3rd perc,16-19 4th perc,16-19 not vacc perc,16-19 valid vacc perc,16-19 expired vacc perc,20-29 1st perc,20-29 2nd perc,20-29 3rd perc,20-29 4th perc,20-29 not vacc perc,20-29 valid vacc perc,20-29 expired vacc perc,30-39 1st perc,30-39 2nd perc,30-39 3rd perc,30-39 4th perc,30-39 not vacc perc,30-39 valid vacc perc,30-39 expired vacc perc,40-49 1st perc,40-49 2nd perc,40-49 3rd perc,40-49 4th perc,40-49 not vacc perc,40-49 valid vacc perc,40-49 expired vacc perc,50-59 1st perc,50-59 2nd perc,50-59 3rd perc,50-59 4th perc,50-59 not vacc perc,50-59 valid vacc perc,50-59 expired vacc perc,60-69 1st perc,60-69 2nd perc,60-69 3rd perc,60-69 4th perc,60-69 not vacc perc,60-69 valid vacc perc,60-69 expired vacc perc,70-79 1st perc,70-79 2nd perc,70-79 3rd perc,70-79 4th perc,70-79 not vacc perc,70-79 valid vacc perc,70-79 expired vacc perc,80-89 1st perc,80-89 2nd perc,80-89 3rd perc,80-89 4th perc,80-89 not vacc perc,80-89 valid vacc perc,80-89 expired vacc perc,90+ 1st perc,90+ 2nd perc,90+ 3rd perc,90+ 4th perc,90+ not vacc perc,90+ valid vacc perc,90+ expired vacc perc
2022-03-11T12:22:48.870Z,25,17.5,0,0,75.75,24.25,0,65.5,54.4,14.2,0,39.72,52.62,7.66,89.3,78.1,45.6,0.1,20.03,69.29,10.67,85.6,76.9,54.4,0.6,13.94,74.18,11.87,89,81.9,59.4,1.5,11.27,77.53,11.2,90.6,84.5,66.7,2.6,9.42,81.71,8.87,91.1,86.3,72.9,5.2,7.58,84.78,7.64,92.8,89.8,80.2,30.2,7.13,87.75,5.12,90.9,89.4,85.9,48.9,4.34,91.51,4.15,90.8,89,83.4,51.1,4.87,89,6.13,84.4,81.7,76,49.2,4.35,83.58,12.07
2022-03-12T16:21:10.840Z,25,17.5,0,0,75.76,24.24,0,65.5,54.4,14.2,0,39.74,52.39,7.87,89.3,78.1,45.6,0.1,20.06,69.2,10.75,85.6,76.9,54.4,0.6,13.94,74.18,11.89,89,81.9,59.4,1.5,11.27,77.53,11.2,90.6,84.5,66.7,2.6,9.41,81.72,8.87,91.1,86.3,72.9,5.2,7.58,84.78,7.64,92.8,89.8,80.2,30.2,7.13,87.75,5.13,90.9,89.4,85.9,48.9,4.32,91.53,4.15,90.8,89,83.4,51.1,4.85,89.02,6.13,84.4,81.7,76,49.2,4.3,83.62,12.08
2022-03-12T19:20:00.150Z,25,17.5,0,0,75.76,24.24,0,65.5,54.4,14.2,0,39.74,52.39,7.87,89.3,78.1,45.6,0.1,20.06,69.2,10.75,85.6,76.9,54.4,0.6,13.94,74.18,11.89,89,81.9,59.4,1.5,11.27,77.53,11.2,90.6,84.5,66.7,2.6,9.41,81.72,8.87,91.1,86.3,72.9,5.2,7.58,84.78,7.64,92.8,89.8,80.2,30.2,7.13,87.75,5.13,90.9,89.4,85.9,48.9,4.32,91.53,4.15,90.8,89,83.4,51.1,4.85,89.02,6.13,84.4,81.7,76,49.2,4.3,83.62,12.08
2022-03-13T08:08:58.403Z,25,17.5,0,0,75.76,24.23,0,65.5,54.4,14.2,0,39.76,52.24,8,89.3,78.1,45.6,0.1,20.07,69.16,10.78,85.6,76.9,54.4,0.6,13.93,74.18,11.89,89,81.9,59.4,1.5,11.26,77.54,11.19,90.6,84.5,66.7,2.6,9.42,81.72,8.87,91.1,86.3,72.9,5.2,7.57,84.79,7.64,92.8,89.8,80.2,30.2,7.12,87.75,5.13,90.9,89.4,85.9,48.9,4.29,91.55,4.15,90.8,89,83.4,51.1,4.84,89.03,6.13,84.4,81.7,76,49.2,4.26,83.66,12.08
2022-03-13T15:44:12.977Z,25,17.5,0,0,75.76,24.23,0,65.5,54.4,14.2,0,39.76,52.25,7.99,89.3,78.1,45.6,0.1,20.07,69.16,10.78,85.6,76.9,54.4,0.6,13.93,74.18,11.89,89.1,81.9,59.4,1.5,11.26,77.55,11.19,90.6,84.5,66.7,2.6,9.41,81.72,8.87,91.1,86.3,72.9,5.2,7.57,84.79,7.64,92.8,89.8,80.2,30.2,7.12,87.75,5.12,90.9,89.4,85.9,48.9,4.29,91.55,4.15,90.8,89,83.4,51.1,4.84,89.03,6.13,84.4,81.7,76,49.2,4.26,83.66,12.08
2022-03-13T20:12:20.850Z,25,17.5,0,0,75.76,24.24,0,65.5,54.4,14.2,0,39.76,52.25,7.99,89.3,78.1,45.6,0.1,20.07,69.16,10.78,85.6,76.9,54.4,0.6,13.93,74.18,11.89,89.1,81.9,59.4,1.5,11.26,77.55,11.19,90.6,84.5,66.7,2.6,9.41,81.72,8.87,91.1,86.3,72.9,5.2,7.57,84.79,7.64,92.8,89.8,80.2,30.2,7.12,87.75,5.12,90.9,89.4,85.9,48.9,4.29,91.55,4.15,90.8,89,83.4,51.1,4.84,89.03,6.13,84.4,81.7,76.1,49.2,4.26,83.67,12.07
2022-03-14T06:58:31.607Z,25,17.5,0,0,75.77,24.23,0,65.5,54.4,14.3,0,39.78,52.18,8.04,89.3,78.1,45.6,0.1,20.08,69.13,10.79,85.6,76.9,54.4,0.6,13.92,74.19,11.89,89.1,81.9,59.4,1.5,11.26,77.55,11.18,90.6,84.5,66.7,2.6,9.41,81.73,8.86,91.1,86.3,72.9,5.2,7.56,84.8,7.64,92.8,89.8,80.2,30.2,7.12,87.76,5.12,90.9,89.4,85.9,48.9,4.27,91.58,4.15,90.8,89,83.4,51.1,4.83,89.04,6.13,84.4,81.7,76.1,49.2,4.21,83.72,12.08
2022-03-14T16:20:56.220Z,25,17.5,0,0,75.77,24.23,0,65.5,54.4,14.3,0,39.78,52.18,8.03,89.3,78.1,45.6,0.1,20.08,69.13,10.79,85.6,76.9,54.4,0.6,13.92,74.19,11.89,89.1,81.9,59.4,1.5,11.26,77.56,11.18,90.6,84.5,66.7,2.6,9.41,81.73,8.86,91.1,86.3,72.9,5.2,7.56,84.8,7.64,92.8,89.8,80.2,30.2,7.12,87.76,5.12,90.9,89.4,85.9,48.9,4.27,91.58,4.15,90.8,89,83.4,51.1,4.83,89.05,6.13,84.4,81.7,76.1,49.2,4.21,83.72,12.08
2022-03-14T19:29:15.017Z,25,17.5,0,0,75.77,24.23,0,65.5,54.4,14.3,0,39.78,52.19,8.03,89.3,78.1,45.6,0.1,20.08,69.13,10.79,85.6,76.9,54.4,0.6,13.92,74.19,11.89,89.1,81.9,59.4,1.5,11.26,77.56,11.18,90.6,84.5,66.7,2.6,9.41,81.73,8.86,91.1,86.3,72.9,5.2,7.56,84.8,7.64,92.8,89.8,80.2,30.2,7.12,87.76,5.12,90.9,89.4,85.9,48.9,4.27,91.58,4.15,90.8,89,83.4,51.1,4.83,89.05,6.13,84.4,81.7,76.1,49.3,4.21,83.72,12.08
2022-03-15T07:14:55.460Z,25,17.5,0,0,75.78,24.22,0,65.5,54.4,14.3,0,39.8,51.94,8.26,89.3,78.1,45.6,0.1,20.08,69.05,10.87,85.6,76.9,54.4,0.6,13.91,74.19,11.9,89.1,81.9,59.4,1.5,11.26,77.55,11.18,90.6,84.5,66.7,2.6,9.41,81.73,8.86,91.1,86.3,72.9,5.2,7.55,84.81,7.64,92.8,89.8,80.2,30.2,7.12,87.75,5.13,90.9,89.4,85.9,48.9,4.25,91.6,4.15,90.8,89,83.4,51.1,4.81,89.06,6.13,84.4,81.7,76.1,49.3,4.1,83.81,12.09
2022-03-15T12:08:33.950Z,25,17.5,0,0,75.78,24.22,0,65.5,54.4,14.3,0,39.8,51.94,8.26,89.3,78.1,45.6,0.1,20.08,69.05,10.87,85.6,76.9,54.4,0.6,13.91,74.19,11.9,89.1,81.9,59.4,1.5,11.26,77.56,11.18,90.6,84.5,66.7,2.6,9.41,81.73,8.86,91.1,86.3,72.9,5.2,7.55,84.81,7.64,92.8,89.8,80.2,30.2,7.12,87.75,5.12,90.9,89.4,85.9,48.9,4.25,91.6,4.15,90.8,89,83.4,51.1,4.81,89.06,6.13,84.4,81.7,76.1,49.3,4.1,83.81,12.09
2022-03-15T15:15:31.590Z,25,17.5,0,0,75.78,24.22,0,65.5,54.4,14.3,0,39.8,51.94,8.26,89.3,78.1,45.6,0.1,20.08,69.05,10.87,85.6,76.9,54.4,0.6,13.91,74.19,11.9,89.1,81.9,59.4,1.5,11.26,77.56,11.18,90.6,84.5,66.7,2.6,9.41,81.73,8.86,91.1,86.3,72.9,5.2,7.55,84.81,7.64,92.8,89.8,80.2,30.2,7.12,87.76,5.12,90.9,89.4,85.9,48.9,4.25,91.6,4.15,90.8,89,83.4,51.1,4.81,89.07,6.13,84.4,81.7,76.1,49.3,4.1,83.81,12.09
2022-03-15T21:22:42.173Z,25,17.5,0,0,75.78,24.22,0,65.5,54.4,14.3,0,39.8,51.94,8.26,89.3,78.1,45.6,0.1,20.08,69.05,10.86,85.7,76.9,54.4,0.6,13.91,74.19,11.9,89.1,81.9,59.4,1.6,11.26,77.56,11.18,90.6,84.5,66.7,2.6,9.4,81.73,8.86,91.1,86.3,72.9,5.2,7.55,84.81,7.64,92.8,89.8,80.2,30.2,7.12,87.76,5.12,90.9,89.4,85.9,48.9,4.25,91.6,4.15,90.8,89,83.4,51.1,4.81,89.07,6.12,84.4,81.7,76.1,49.3,4.1,83.81,12.09
2022-03-16T06:56:34.860Z,25,17.5,0,0,75.79,24.21,0,65.5,54.4,14.3,0,39.82,51.84,8.34,89.3,78.1,45.6,0.1,20.08,69.03,10.9,85.7,76.9,54.4,0.6,13.91,74.18,11.91,89.1,81.9,59.4,1.6,11.26,77.55,11.19,90.6,84.5,66.7,2.6,9.4,81.73,8.87,91.1,86.3,72.9,5.2,7.55,84.81,7.64,92.8,89.8,80.2,30.2,7.12,87.76,5.13,90.9,89.4,85.9,48.9,4.23,91.62,4.15,90.8,89,83.4,51.1,4.79,89.08,6.13,84.4,81.7,76.1,49.3,4.07,83.84,12.09
2022-03-16T15:14:54.880Z,25,17.5,0,0,75.79,24.21,0,65.5,54.4,14.3,0,39.82,51.84,8.34,89.3,78.1,45.6,0.1,20.08,69.03,10.89,85.7,76.9,54.4,0.6,13.91,74.18,11.9,89.1,81.9,59.4,1.6,11.26,77.55,11.19,90.6,84.6,66.7,2.6,9.4,81.73,8.87,91.1,86.3,72.9,5.2,7.55,84.81,7.64,92.8,89.8,80.2,30.2,7.11,87.76,5.13,90.9,89.4,85.9,48.9,4.23,91.62,4.15,90.8,89,83.4,51.2,4.79,89.09,6.13,84.4,81.7,76.1,49.3,4.06,83.85,12.09
2022-03-17T05:58:06.010Z,25,17.5,0,0,75.79,24.21,0,65.5,54.4,14.3,0,39.83,51.82,8.35,89.3,78.1,45.6,0.1,20.1,69,10.9,85.7,76.9,54.4,0.6,13.9,74.19,11.91,89.1,81.9,59.4,1.6,11.26,77.56,11.19,90.6,84.6,66.7,2.6,9.4,81.73,8.87,91.1,86.3,72.9,5.2,7.53,84.82,7.65,92.8,89.8,80.2,30.2,7.12,87.76,5.13,90.9,89.4,85.9,49,4.2,91.64,4.15,90.8,89,83.4,51.2,4.77,89.1,6.13,84.4,81.7,76.1,49.3,4.03,83.88,12.09
2022-03-17T17:14:53.127Z,25,17.5,0,0,75.79,24.21,0,65.5,54.4,14.3,0,39.83,51.82,8.35,89.3,78.1,45.6,0.1,20.1,69.01,10.9,85.7,76.9,54.4,0.6,13.9,74.19,11.91,89.1,81.9,59.4,1.6,11.26,77.56,11.19,90.6,84.6,66.7,2.6,9.4,81.73,8.86,91.1,86.3,72.9,5.3,7.53,84.82,7.65,92.8,89.8,80.2,30.2,7.11,87.76,5.13,90.9,89.4,85.9,49,4.2,91.64,4.15,90.8,89,83.4,51.2,4.77,89.1,6.13,84.4,81.7,76.1,49.3,4.03,83.88,12.09
2022-03-17T19:01:07.247Z,25,17.5,0,0,75.79,24.21,0,65.5,54.4,14.3,0,39.83,51.82,8.35,89.3,78.1,45.6,0.1,20.1,69.01,10.9,85.7,76.9,54.4,0.6,13.9,74.19,11.91,89.1,81.9,59.4,1.6,11.26,77.56,11.18,90.6,84.6,66.7,2.6,9.4,81.73,8.86,91.1,86.3,72.9,5.3,7.53,84.82,7.65,92.8,89.8,80.2,30.3,7.11,87.76,5.13,90.9,89.4,85.9,49,4.2,91.64,4.15,90.8,89,83.4,51.2,4.77,89.1,6.13,84.4,81.7,76.1,49.3,4.03,83.88,12.09
2022-03-18T10:36:37.903Z,25,17.5,0,0,75.8,24.2,0,65.5,54.4,14.3,0,39.84,51.77,8.38,89.3,78.1,45.6,0.1,20.12,68.97,10.91,85.7,76.9,54.4,0.6,13.9,74.19,11.91,89.1,81.9,59.4,1.6,11.25,77.56,11.19,90.6,84.6,66.7,2.6,9.4,81.73,8.87,91.1,86.3,72.9,5.3,7.52,84.83,7.65,92.8,89.8,80.2,30.3,7.11,87.76,5.13,90.9,89.4,85.9,49,4.18,91.67,4.15,90.8,89,83.4,51.2,4.77,89.11,6.13,84.4,81.7,76.1,49.3,3.98,83.93,12.09
2022-03-18T13:47:15.087Z,25,17.5,0,0,75.8,24.2,0,65.5,54.4,14.3,0,39.84,51.78,8.38,89.3,78.1,45.6,0.1,20.12,68.97,10.91,85.7,76.9,54.4,0.6,13.9,74.19,11.91,89.1,81.9,59.4,1.6,11.25,77.56,11.18,90.6,84.6,66.7,2.6,9.4,81.74,8.86,91.1,86.3,72.9,5.3,7.52,84.83,7.64,92.8,89.8,80.2,30.3,7.11,87.76,5.12,90.9,89.4,85.9,49,4.18,91.67,4.15,90.8,89,83.4,51.2,4.77,89.11,6.13,84.4,81.7,76.1,49.3,3.98,83.93,12.08
2022-03-19T17:19:36.557Z,25,17.5,0,0,75.81,24.19,0,65.5,54.4,14.3,0,39.86,51.24,8.9,89.3,78.1,45.6,0.1,20.13,68.78,11.08,85.7,76.9,54.4,0.6,13.89,74.18,11.93,89.1,81.9,59.4,1.6,11.25,77.55,11.2,90.6,84.6,66.7,2.6,9.4,81.73,8.88,91.1,86.3,72.9,5.3,7.51,84.84,7.66,92.8,89.8,80.2,30.3,7.11,87.76,5.13,90.9,89.4,85.9,49,4.16,91.68,4.16,90.8,89,83.4,51.2,4.75,89.12,6.13,84.4,81.7,76.1,49.3,3.93,83.97,12.1
2022-03-19T18:56:36.450Z,25,17.5,0,0,75.81,24.19,0,65.5,54.4,14.3,0,39.86,51.24,8.9,89.3,78.1,45.6,0.1,20.13,68.78,11.08,85.7,76.9,54.4,0.6,13.89,74.18,11.93,89.1,81.9,59.4,1.6,11.25,77.55,11.2,90.6,84.6,66.7,2.6,9.4,81.73,8.88,91.1,86.3,72.9,5.3,7.51,84.83,7.66,92.8,89.8,80.2,30.3,7.11,87.76,5.13,90.9,89.4,85.9,49,4.16,91.68,4.16,90.8,89,83.4,51.2,4.75,89.12,6.13,84.4,81.7,76.1,49.3,3.93,83.97,12.1
2022-03-20T06:12:57.730Z,25,17.5,0,0,75.81,24.18,0,65.5,54.4,14.3,0,39.9,51.01,9.09,89.3,78.1,45.6,0.1,20.13,68.73,11.14,85.7,76.9,54.4,0.6,13.89,74.17,11.94,89.1,81.9,59.4,1.6,11.25,77.55,11.2,90.6,84.6,66.7,2.6,9.4,81.72,8.88,91.1,86.3,72.9,5.3,7.51,84.83,7.66,92.8,89.8,80.2,30.3,7.11,87.76,5.13,90.9,89.4,85.9,49,4.14,91.7,4.16,90.8,89,83.4,51.2,4.74,89.12,6.13,84.4,81.7,76.1,49.3,3.88,84.02,12.1
2022-03-20T17:51:44.350Z,25,17.5,0,0,75.81,24.18,0,65.5,54.4,14.3,0,39.9,51.01,9.09,89.3,78.1,45.6,0.1,20.13,68.73,11.14,85.7,76.9,54.4,0.6,13.89,74.18,11.94,89.1,82,59.5,1.6,11.25,77.56,11.2,90.6,84.6,66.7,2.6,9.4,81.72,8.88,91.1,86.3,72.9,5.3,7.51,84.84,7.66,92.8,89.8,80.2,30.3,7.11,87.76,5.13,90.9,89.4,85.9,49,4.14,91.7,4.16,90.8,89,83.5,51.2,4.74,89.13,6.13,84.4,81.7,76.1,49.3,3.88,84.02,12.1
2022-03-20T19:29:10.207Z,25,17.5,0,0,75.81,24.18,0,65.5,54.4,14.3,0,39.9,51.01,9.09,89.3,78.1,45.6,0.1,20.13,68.73,11.14,85.7,76.9,54.4,0.6,13.89,74.18,11.94,89.1,82,59.5,1.6,11.25,77.56,11.2,90.6,84.6,66.7,2.6,9.4,81.73,8.88,91.1,86.3,72.9,5.3,7.51,84.84,7.66,92.8,89.8,80.2,30.3,7.11,87.76,5.13,90.9,89.4,85.9,49,4.14,91.7,4.16,90.8,89,83.5,51.2,4.74,89.13,6.13,84.4,81.7,76.1,49.3,3.88,84.02,12.1
2022-03-21T06:48:43.247Z,25,17.5,0,0,75.82,24.18,0,65.5,54.4,14.3,0,39.92,50.9,9.18,89.3,78.1,45.6,0.1,20.13,68.69,11.18,85.7,76.9,54.4,0.6,13.88,74.18,11.94,89.1,82,59.5,1.6,11.24,77.56,11.2,90.6,84.6,66.7,2.7,9.4,81.73,8.87,91.1,86.3,72.9,5.3,7.5,84.85,7.66,92.8,89.8,80.2,30.3,7.11,87.76,5.13,90.9,89.4,85.9,49,4.12,91.72,4.16,90.8,89,83.5,51.2,4.72,89.15,6.13,84.4,81.7,76.1,49.3,3.85,84.05,12.1
2022-03-21T19:21:35.623Z,25,17.5,0,0,75.82,24.18,0,65.5,54.4,14.3,0,39.92,50.9,9.18,89.3,78.1,45.6,0.1,20.13,68.69,11.18,85.7,76.9,54.4,0.6,13.88,74.18,11.94,89.1,82,59.5,1.6,11.24,77.56,11.2,90.6,84.6,66.7,2.7,9.4,81.73,8.88,91.1,86.3,72.9,5.3,7.49,84.85,7.66,92.8,89.8,80.2,30.3,7.11,87.76,5.13,90.9,89.4,85.9,49.1,4.12,91.72,4.16,90.8,89,83.5,51.2,4.72,89.15,6.13,84.4,81.7,76.1,49.4,3.85,84.05,12.1
2022-03-22T07:09:02.413Z,25,17.5,0,0,75.83,24.17,0,65.5,54.4,14.3,0,39.94,50.54,9.52,89.3,78.1,45.6,0.1,20.14,68.57,11.29,85.7,76.9,54.4,0.6,13.87,74.17,11.96,89.1,82,59.5,1.6,11.24,77.55,11.21,90.6,84.6,66.7,2.7,9.4,81.72,8.88,91.1,86.3,72.9,5.3,7.49,84.85,7.67,92.8,89.8,80.2,30.3,7.1,87.76,5.13,90.9,89.4,85.9,49.1,4.1,91.74,4.17,90.8,89,83.5,51.2,4.71,89.16,6.13,84.4,81.7,76.1,49.4,3.81,84.08,12.11
2022-03-22T16:43:42.210Z,25,17.5,0,0,75.83,24.17,0,65.5,54.4,14.3,0,39.94,50.54,9.52,89.3,78.1,45.6,0.1,20.14,68.57,11.29,85.7,76.9,54.4,0.6,13.87,74.17,11.96,89.1,82,59.5,1.6,11.24,77.55,11.21,90.6,84.6,66.7,2.7,9.4,81.72,8.88,91.1,86.3,72.9,5.4,7.49,84.85,7.67,92.8,89.8,80.2,30.4,7.1,87.76,5.13,90.9,89.4,85.9,49.1,4.1,91.74,4.17,90.8,89,83.5,51.3,4.71,89.16,6.13,84.4,81.7,76.1,49.4,3.81,84.08,12.11
2022-03-22T19:52:46.247Z,25,17.5,0,0,75.83,24.17,0,65.5,54.4,14.3,0,39.94,50.54,9.52,89.3,78.1,45.6,0.1,20.14,68.57,11.29,85.7,76.9,54.4,0.6,13.87,74.17,11.96,89.1,82,59.5,1.6,11.24,77.55,11.21,90.6,84.6,66.7,2.7,9.4,81.72,8.88,91.1,86.3,72.9,5.4,7.49,84.85,7.67,92.8,89.8,80.2,30.4,7.1,87.76,5.13,90.9,89.4,85.9,49.1,4.09,91.74,4.17,90.8,89,83.5,51.3,4.71,89.16,6.13,84.4,81.7,76.1,49.4,3.81,84.08,12.11
2022-03-23T06:03:42.523Z,25,17.5,0,0,75.84,24.16,0,65.5,54.4,14.3,0,39.96,50.19,9.84,89.3,78.1,45.6,0.1,20.13,68.48,11.39,85.7,76.9,54.4,0.6,13.87,74.15,11.98,89.1,82,59.5,1.6,11.24,77.55,11.21,90.6,84.6,66.7,2.7,9.39,81.72,8.89,91.1,86.3,72.9,5.4,7.48,84.85,7.68,92.8,89.8,80.2,30.4,7.1,87.76,5.14,90.9,89.4,85.9,49.1,4.07,91.76,4.17,90.8,89,83.5,51.3,4.7,89.17,6.14,84.4,81.7,76.1,49.4,3.75,84.12,12.13
2022-03-23T14:45:43.697Z,25,17.5,0,0,75.84,24.16,0,65.5,54.4,14.3,0,39.96,50.2,9.84,89.3,78.1,45.6,0.1,20.13,68.48,11.39,85.7,76.9,54.4,0.6,13.87,74.15,11.97,89.1,82,59.5,1.6,11.24,77.55,11.21,90.6,84.6,66.7,2.7,9.39,81.72,8.89,91.1,86.3,72.9,5.4,7.48,84.85,7.68,92.8,89.8,80.2,30.4,7.1,87.76,5.14,90.9,89.4,85.9,49.2,4.07,91.76,4.17,90.8,89,83.5,51.3,4.7,89.17,6.14,84.4,81.7,76.1,49.4,3.75,84.12,12.12
2022-03-23T19:23:29.253Z,25,17.5,0,0,75.84,24.16,0,65.5,54.4,14.3,0,39.96,50.2,9.84,89.3,78.1,45.6,0.1,20.12,68.48,11.39,85.7,76.9,54.4,0.6,13.87,74.15,11.97,89.1,82,59.5,1.6,11.24,77.55,11.21,90.6,84.6,66.7,2.7,9.39,81.72,8.89,91.1,86.3,72.9,5.4,7.47,84.85,7.68,92.8,89.8,80.2,30.4,7.1,87.76,5.14,90.9,89.4,85.9,49.2,4.07,91.76,4.17,90.8,89,83.5,51.3,4.7,89.17,6.14,84.4,81.7,76.1,49.5,3.75,84.12,12.12
2022-03-24T06:38:11.173Z,25,17.5,0,0,75.85,24.15,0,65.5,54.4,14.3,0,39.97,49.9,10.13,89.3,78.1,45.6,0.1,20.14,68.37,11.49,85.7,76.9,54.4,0.6,13.87,74.15,11.98,89.1,82,59.5,1.6,11.23,77.55,11.22,90.6,84.6,66.7,2.7,9.39,81.72,8.89,91.1,86.3,72.9,5.4,7.46,84.85,7.68,92.8,89.8,80.2,30.4,7.1,87.76,5.14,90.9,89.4,85.9,49.2,4.05,91.78,4.17,90.8,89,83.5,51.4,4.69,89.18,6.14,84.4,81.7,76.1,49.5,3.72,84.15,12.13
2022-03-25T05:28:15.283Z,25,17.5,0,0,75.86,24.14,0,65.5,54.4,14.3,0,39.98,49.83,10.19,89.3,78.1,45.6,0.1,20.16,68.32,11.52,85.7,77,54.5,0.6,13.86,74.16,11.98,89.1,82,59.5,1.6,11.23,77.56,11.2,90.6,84.6,66.7,2.7,9.38,81.74,8.88,91.1,86.3,72.9,5.5,7.46,84.86,7.68,92.8,89.8,80.2,30.5,7.09,87.77,5.14,90.9,89.4,86,49.3,4.02,91.81,4.17,90.8,89.1,83.5,51.4,4.67,89.19,6.14,84.4,81.8,76.1,49.5,3.68,84.19,12.14
2022-03-25T12:02:27.160Z,25,17.5,0,0,75.86,24.14,0,65.5,54.4,14.3,0,39.98,49.83,10.19,89.3,78.1,45.6,0.1,20.16,68.32,11.52,85.7,77,54.5,0.6,13.86,74.16,11.98,89.1,82,59.5,1.6,11.23,77.56,11.2,90.6,84.6,66.8,2.7,9.38,81.74,8.88,91.1,86.3,72.9,5.5,7.46,84.86,7.68,92.8,89.8,80.2,30.5,7.09,87.77,5.14,90.9,89.4,86,49.3,4.02,91.81,4.17,90.8,89.1,83.5,51.4,4.67,89.19,6.14,84.4,81.8,76.1,49.5,3.67,84.19,12.14
2022-03-26T17:25:12.067Z,25,17.5,0,0,75.86,24.13,0,65.5,54.4,14.3,0,40,49.82,10.18,89.3,78.1,45.6,0.1,20.17,68.3,11.52,85.7,77,54.5,0.6,13.86,74.15,11.99,89.1,82,59.5,1.6,11.23,77.57,11.21,90.6,84.6,66.8,2.7,9.38,81.73,8.89,91.1,86.3,72.9,5.5,7.45,84.86,7.69,92.8,89.8,80.2,30.6,7.09,87.77,5.14,90.9,89.4,86,49.3,4,91.82,4.18,90.8,89.1,83.5,51.4,4.66,89.19,6.15,84.4,81.8,76.1,49.5,3.63,84.22,12.15
2022-03-26T19:06:56.380Z,25,17.5,0,0,75.86,24.13,0,65.5,54.4,14.3,0,40,49.82,10.18,89.3,78.1,45.6,0.1,20.17,68.3,11.52,85.7,77,54.5,0.6,13.86,74.15,11.99,89.1,82,59.5,1.6,11.23,77.57,11.21,90.6,84.6,66.8,2.7,9.38,81.73,8.89,91.1,86.3,72.9,5.5,7.45,84.86,7.69,92.8,89.8,80.2,30.6,7.09,87.77,5.14,90.9,89.4,86,49.3,4,91.82,4.18,90.8,89.1,83.5,51.4,4.66,89.19,6.15,84.4,81.8,76.1,49.5,3.63,84.22,12.15
2022-03-27T05:55:55.927Z,25,17.5,0,0,75.87,24.13,0,65.5,54.4,14.3,0,40.03,49.52,10.45,89.3,78.1,45.6,0.1,20.18,68.22,11.6,85.7,77,54.5,0.6,13.85,74.15,11.99,89.1,82,59.5,1.6,11.22,77.57,11.21,90.6,84.6,66.8,2.7,9.38,81.73,8.89,91.1,86.3,72.9,5.5,7.45,84.86,7.69,92.8,89.8,80.2,30.6,7.09,87.77,5.15,90.9,89.4,86,49.3,3.98,91.84,4.18,90.8,89.1,83.5,51.4,4.65,89.2,6.15,84.4,81.8,76.1,49.5,3.59,84.25,12.15
2022-03-27T15:34:52.250Z,25,17.5,0,0,75.86,24.13,0,65.5,54.4,14.3,0,40.03,49.53,10.44,89.3,78.1,45.6,0.1,20.18,68.22,11.6,85.7,77,54.5,0.6,13.85,74.16,11.99,89.1,82,59.5,1.6,11.22,77.58,11.2,90.6,84.6,66.8,2.7,9.38,81.74,8.89,91.1,86.3,72.9,5.6,7.44,84.87,7.69,92.8,89.8,80.2,30.6,7.09,87.77,5.14,90.9,89.4,86,49.4,3.98,91.85,4.18,90.8,89.1,83.5,51.5,4.65,89.2,6.15,84.4,81.8,76.1,49.6,3.59,84.25,12.16
2022-03-27T18:54:16.253Z,25,17.5,0,0,75.86,24.13,0,65.5,54.4,14.3,0,40.03,49.53,10.44,89.3,78.1,45.6,0.1,20.18,68.22,11.6,85.7,77,54.5,0.6,13.85,74.16,11.99,89.1,82,59.5,1.6,11.22,77.58,11.2,90.6,84.6,66.8,2.8,9.38,81.74,8.89,91.1,86.3,72.9,5.6,7.44,84.87,7.69,92.8,89.8,80.3,30.7,7.08,87.77,5.14,90.9,89.4,86,49.5,3.98,91.85,4.18,90.8,89.1,83.5,51.5,4.65,89.21,6.15,84.4,81.8,76.1,49.6,3.59,84.26,12.15
